title,company,location,date,url,department,workplace_type,source,description,position_type
מהנדס/ת דאטה DE - משרה 1001,"הקריה הרפואית רמב""ם",Haifa,2026-06-07,https://www.rambam.org.il/about-rambam/careers/digital-it-jobs/,דיגיטל וטכנולוגיות מידע,onsite,rambam,"חטיבת הדיגיטל וטכנולוגיות המידע ברמב""ם מגייסת Data Engineer להצטרף לעשייה טכנולוגית משמעותית, כחלק מבניית תשתיות דאטה ופלטפורמות רוחביות לבית החולים.החטיבה בונה ומקדמת יכולות מידע מתקדמות התומכות בעבודה עם מידע קליני, תפעולי וארגוני, כחלק מהתפתחות בית החולים לעולם של רפואה דיגיטלית מבוססת נתונים. התפקיד משלב בין תשתיות דאטה קלאסיות לבין יכולות מתקדמות בעולמות הענן, האנליטיקה והבינה המלאכותית. תיאור התפקיד תכנון, פיתוח והפעלה של תהליכי דאטה ואינטגרציה בסביבה היברידית, תוך טיפול במידע על כל שלביו: קליטה, עיבוד, טיוב, אחסון, הנגשה ושילוב במערכות ובפלטפורמות ארגוניות.תפקיד תשתיתי רוחבי, בעל השפעה רחבה על היכולת הארגונית לעבוד עם מידע באופן איכותי, זמין ומתקדם, בשילוב עבודה עם צוותי BI, אנליטיקה, Data Science ויחידות מקצועיות בבית החולים. פיתוח, תחזוקה ושיפור מתמיד של תהליכי ETL / ELT עבודה עם ",
מנהל/ת פרויקטים טכנולוגיים - משרה 1002,"הקריה הרפואית רמב""ם",Haifa,2026-06-07,https://www.rambam.org.il/about-rambam/careers/digital-it-jobs/,דיגיטל וטכנולוגיות מידע,onsite,rambam,"חטיבת הדיגיטל וטכנולוגיות המידע ברמב""ם מגייסת מנהל/ת פרויקט להצטרף לעשייה משמעותית, כחלק מקידום מהלכים רוחביים מורכבים בעולמות הדאטה, החדשנות, התשתיות והרפואה הדיגיטלית.החטיבה מובילה יוזמות ותהליכים חוצי-ארגון, המחברים בין גורמים מקצועיים רבים בבית החולים ומחוצה לו, ותומכים בפיתוח יכולות חדשות ובהובלת שינוי בסביבה מורכבת ורבת ממשקים. תיאור התפקיד ניהול פרויקט מורכב ורב-תחומי, הכולל עבודה שוטפת מול דיסציפלינות שונות: אדמיניסטרטיביות, קליניות, מחקריות וטכנולוגיות הובלת תכנון, בקרה, סנכרון וקידום משימות בסביבה דינמית, מרובת ממשקים ובעלת משמעות רחבה לבית החולים דרישות התפקיד תואר ראשון בתחום רלוונטיתואר שני - יתרון ניסיון של 5 שנים לפחות בניהול פרויקטים טכנולוגיים מורכבים ניסיון בהובלת פרויקטים מרובי ממשקים יכולת בניית תוכניות עבודה, מעקב ובקרה ניסיון בניהול בעלי עניין ממגוון תחומים מקצועיים נ",
ארכיטקט/ית דאטה - משרה 1003,"הקריה הרפואית רמב""ם",Haifa,2026-06-07,https://www.rambam.org.il/about-rambam/careers/digital-it-jobs/,דיגיטל וטכנולוגיות מידע,onsite,rambam,"חטיבת הדיגיטל וטכנולוגיות המידע ברמב""ם מגייסת ארכיטקט/ית דאטה להצטרף לעשייה טכנולוגית משמעותית, כחלק מבניית תשתיות מידע ופלטפורמות דאטה רוחביות לבית החולים.החטיבה מובילה הקמה של יכולות מידע מתקדמות המחברות בין מערכות ליבה, מקורות נתונים קליניים, תפעוליים וארגוניים, ומהווה בסיס לעבודה מבוססת נתונים ולקידום רפואה דיגיטלית. תיאור התפקיד הובלת ארכיטקטורת הדאטה הארגונית, כולל תכנון שכבות מידע, מודלים, אינטגרציה ופלטפורמות נתונים, בסביבה מורכבת, מרובת מערכות וממשקים תפקיד תשתיתי רוחבי, בעל השפעה משמעותית על האופן שבו בית החולים אוסף, מארגן, מנגיש ומנצל מידע דרישות התפקיד תואר ראשון בתחום רלוונטי ניסיון קודם בארכיטקטורת דאטה בארגון בינוני-גדול ניסיון בשילוב והטמעה של פלטפורמות דאטה הבנה מעמיקה במודלי מידע, אינטגרציה, Data Platforms וזרימות מידע ניסיון בסביבה היברידית ענן On Premise - יתרון ידע בע",
ארכיטקט/ית System מומחה/ית ענן - משרה 1005,"הקריה הרפואית רמב""ם",Haifa,2026-06-07,https://www.rambam.org.il/about-rambam/careers/digital-it-jobs/,דיגיטל וטכנולוגיות מידע,onsite,rambam,"חטיבת הדיגיטל וטכנולוגיות המידע ברמב""ם מגייסת מומחה/ית ענן / ארכיטקט/ית System להצטרף לעשייה טכנולוגית משמעותית, כחלק מקידום תשתיות וארכיטקטורות חדשות המשלבות בין מערכות מקומיות, שירותי ענן ופלטפורמות רוחביות בבית החולים.החטיבה מובילה מהלכי התחדשות תשתיתיים רחבי היקף, במטרה לאפשר סביבה טכנולוגית יציבה, מאובטחת, גמישה ומתקדמת, התומכת בצרכים הארגוניים, התפעוליים והרפואיים של בית החולים. תיאור התפקיד תכנון, ליווי והובלה של ארכיטקטורת תשתיות היברידית המשלבת בין ענן ל- On Premise, תוך התייחסות לזמינות, אבטחת מידע, דרישות סייבר, אינטגרציה ויציבות מערכתית בסביבה מורכבת ורבת ממשקים תכנון, הקמה וניהול של סביבת ענן היברידית הובלת פרויקטי מיגרציה ואופטימיזציה של תשתיות קיימות דרישות התפקיד תואר ראשון בתחום רלוונטי ניסיון של לפחות 5 שנים כאיש System ניסיון קודם בתכנון, הקמה וניהול תשתיות מחשוב ופתרונו",
מפתח/ת Full Stack ליישומים קליניים - משרה 1006,"הקריה הרפואית רמב""ם",Haifa,2026-06-07,https://www.rambam.org.il/about-rambam/careers/digital-it-jobs/,דיגיטל וטכנולוגיות מידע,onsite,rambam,"תיאור התפקיד פיתוח ותחזוקה של יישומים מקצה לקצה עבודה על צד שרת וצד לקוח פיתוח יכולות עבור יישומים קליניים מרכזיים בבית החולים תכנון, פיתוח ויישום של פתרונות יציבים, סקיילביליים ובעלי ביצועים גבוהים עבודה בצוות במתודולוגיית Agile השתתפות בתהליכי תכנון, סקירה ושיפור מתמיד של איכות הקוד והמערכת דרישות התפקיד 12 שנות לימוד לפחות תואר ראשון בתחום רלוונטי (בדגש על מדעי המחשב / הנדסת תוכנה) - יתרון משמועתי ניסיון של 5 שנים לפחות בפיתוח אפליקציות שליטה ב- JavaScript ו/או TypeScript ניסיון בפיתוח ב- Angular/ React ניסיון בפיתוח צד שרת ניסיון בעבודה מול בסיסי נתונים רלציוניים הבנה בארכיטקטורת מערכות ופיתוח שירותים ניסיון בעבודה עם Delphi, Java ו- Oracle - יתרון משמעותי ניסיון מעשי בשימוש בכלי AI להאצת תהליכי פיתוח ושיפור פרודוקטיביות - יתרון ניסיון בפיתוח בסביבת מובייל - יתרון ניסיון בעבודה עם מערכ",
ארכיטקט/ית פתרונות - משרה 1009,"הקריה הרפואית רמב""ם",Haifa,2026-06-07,https://www.rambam.org.il/about-rambam/careers/digital-it-jobs/,דיגיטל וטכנולוגיות מידע,onsite,rambam,"תיאור התפקיד תכנון והובלת פתרונות מקצה לקצה, תוך שילוב בין דרישות עסקיות, תהליכים מקצועיים, מערכות ליבה ופלטפורמות נתונים השתלבות בתפקיד רוחבי, בעל השפעה משמעותית על האופן בו פתרונות טכנולוגיים מתוכננים, מחוברים ומיושמים בבית החולים עבודה בסביבה ארגונית מורכבת ומרובת ממשקים דרישות התפקיד תואר ראשון בתחום רלוונטי ניסיון מעשי קודם בארכיטקטורת פתרונות מארגון בינוני-גדול ניסיון בתכנון והטמעה של פתרונות מרובי ממשקים ניסיון בשילוב פלטפורמות דאטה כחלק מארכיטקטורת פתרון יכולת עבודה עם גורמים עסקיים וטכנולוגיים ועם ספקים ניסיון בסביבה היברידית ענן On Premise - יתרון היכרות קודמת עם עולם הרפואה, בדגש על FHIR ו- OMOP - יתרון משמעותי כישורים נוספים ראייה מערכתית יכולת תכנון ברמה גבוהה הבנה של תהליכים ארגוניים יכולת לחבר בין צורך מקצועי לפתרון טכנולוגי יישים הגשת מועמדות 1. שליחת קורות חיים לכתובת: [em",
מנתח/ת מערכות / Product - משרה 1010,"הקריה הרפואית רמב""ם",Haifa,2026-06-07,https://www.rambam.org.il/about-rambam/careers/digital-it-jobs/,דיגיטל וטכנולוגיות מידע,onsite,rambam,"תיאור התפקיד אפיון והובלת פתרונות דיגיטליים מתוך הבנת הצורך ותרגומו לדרישות ליווי תהליך הפיתוח או היישום עבודה שוטפת עם משתמשים/ות, צוותים טכנולוגיים ובעלי/ות עניין נוספים קידום תהליכים ויכולות רוחביות בבית החולים דרישות התפקיד 12 שנות לימוד לפחות הכשרה רשמית בניתוח מערכות ו/או Product - יתרון ניסיון קודם ממערכות ארגוניות מורכבות או בתחום הבריאות - יתרון ניסיון של 3 שנים לפחות בניתוח מערכות ו/או Product ניסיון בכתיבת מסמכי אפיון פונקציונליים וטכניים ניסיון בעבודה מול משתמשים/ות, צוותי פיתוח וספקים כישורים נוספים יכולת ניהול דרישות ותעדופן יכולת הבנת תהליכים עסקיים מורכבים יכולת ניתוח גבוהה יכולת לעבוד מול ממשקים רבים חשיבה מערכתית הבנה תהליכית רצון לקחת חלק בהובלת פתרונות דיגיטליים בעלי השפעה רחבה בסביבה מורכבת ומשמעותית הגשת מועמדות 1. שליחת קורות חיים לכתובת: [email protected]2. בכותרת ה",
ראש/ת צוות תקשורת - משרה 1011,"הקריה הרפואית רמב""ם",Haifa,2026-06-07,https://www.rambam.org.il/about-rambam/careers/digital-it-jobs/,דיגיטל וטכנולוגיות מידע,onsite,rambam,"תיאור התפקיד ניהול והובלה מקצועית ואישית של צוות תקשורת, האחראי על תכנון, הקמה, תפעול ותחזוקת תשתיות התקשורת הארגוניות אחריות כוללת על זמינות, יציבות, אבטחה ושיפור מתמיד של תשתיות התקשורת בארגון הובלת תכנון הארכיטקטורה של רשתות התקשורת, לרבות סביבות LAN, WAN, Wireless ופתרונות גישה מרחוק ניהול והכוונה מקצועית של פעילות התקשורת בסביבת Aruba כולל מתגים, פתרונות אלחוטיים, Aruba Central ו- ClearPass ניהול והובלת מערך אבטחת התקשורת הארגוני, לרבות פתרונות FortiGate ו-5F ,חוקים, VPN, ואופטימיזציה של ביצועים אחריות על תכנון, הקמה ותפעול של תשתיות Wi-Fi בסביבה מרובת משתמשים והתקנים, תוך הבטחת רציפות תפעולית וביצועים מיטביים הובלת פרויקטים תשתיתיים מורכבים בתחומי התקשורת, לרבות הרחבות, שדרוגים ומיגרציות, ויישום טכנולוגיות חדשות הובלת תהליכי Troubleshooting בתקלות מורכבות והשפעה רוחבית, כולל עבודה מו",
מומחה/ית תקשורת - משרה 1012,"הקריה הרפואית רמב""ם",Haifa,2026-06-07,https://www.rambam.org.il/about-rambam/careers/digital-it-jobs/,דיגיטל וטכנולוגיות מידע,onsite,rambam,"תיאור התפקיד הקמה, הגדרה ותחזוקה שוטפת של ציוד תקשורת בסביבה של אלפי משתמשים תפעול, תמיכה ופתרון תקלות בתשתיות תקשורת קוויות ואלחוטיות עבודה Hands-On עם מתגי ופתרונות Aruba (כולל מתגים, בקרי אלחוט, Aruba Central / ClearPass – יתרון) הגדרה, הקמה ותפעול שוטף של FW מסוג FortiGate, כולל כתיבת חוקים ואופטימיזציה יישום, הגדרה ופתרון תקלות במערכות VPN מבוסס F5 לחיבור מרחוק של עובדים וספקים ביצוע טכני של פרויקטים תשתיתיים: הרחבות, מיגרציות, הקשחות ושיפור ביצועים טיפול בתקלות מורכבות ו- Troubleshooting מתקדם הקמה, קינפוג והבטחת רציפות רשת ה- Wi-Fi בסביבה עתירת מכשירים (IoT, ציוד רפואי וכו') כתיבת תיעוד טכני, נהלים ושרטוטי רשת יישום דרישות וסטנדרטים רלוונטיים לעולמות הבריאות והסייבר ברמת התשתית דרישות התפקיד 12 שנות לימוד לפחות ניסיון מוכח של 5 שנים בפריסה, הגדרה ותפעול רשתות תקשורת גדולות ומורכבות ",
מנהל/ת מסד נתונים ORACLE תשתיתי (DBA) - משרה 1013,"הקריה הרפואית רמב""ם",Haifa,2026-06-07,https://www.rambam.org.il/about-rambam/careers/digital-it-jobs/,דיגיטל וטכנולוגיות מידע,onsite,rambam,"תיאור התפקיד התקנה, ניהול ותחזוקה שוטפת של בסיסי נתונים Oracle בסביבות ייצור, פיתוח ובדיקות ניהול ותחזוקה של סביבות Oracle RAC יישום ותחזוקת פתרונות התאוששות מאסון (DR) מבוססי Oracle Data Guard תחזוקה שוטפת של מערכות בסביבת Linux ביצוע פעולות גיבוי ושחזור, שדרוגי גרסאות והתקנת עדכוני אבטחה ניטור, זיהוי ופתרון צווארי בקבוק וביצוע Tuning ברמת התשתית ובסיס הנתונים דרישות התפקיד ניסיון של 5 שנים לפחות כ-DBA אורקל תשתיתי בסביבה ארגונית מורכבות ניסיון מעשי בעבודה וניהול של שרתי Oracle RAC היכרות מעמיקה וניסיון מוכח בעבודה עם Oracle Data Guard שליטה במערכות הפעלה Linux, כולל יכולת כתיבת סקריפטים ניסיון מוכח בשימוש בכלי הגיבוי והשחזור RMAN היכרות עם תהליכי עבודה בארגוני בריאות ורפואה - יתרון כישורים נוספים יכולת עבודה עצמאית יכולת פתרון תקלות מורכבות בזמן אמת אחריות אישית גבוהה הגשת מועמדות 1. שלי",
