title,company,location,date,url,department,workplace_type,description,source
"מזכיר/ה ללשכת מנכ""ל קבוצת אסם נסטלה",Osem-Nestlé,Hevel Modiin,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/394386,אדמיניסטרציה,fulltime,"קבוצת אסם נסטלה מגייסת מזכיר/ת לשכת מנכ""ל תפקיד משמעותי בלב העשייה הארגונית, המשלב אחריות, יוזמה וניהול משימות מקצה לקצה . זוהי הזדמנות להצטרף לצוות הלשכה ולהיות בתפקיד תפעולי, מרכזי לצד תמיכה שוטפת במנהלת הלשכה.
תחומי אחריות
דרישות התפקיד",osem
מנהל/ת תחום תזונה קבוצת אסם-נסטלה,Osem-Nestlé,Hevel Modiin,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/393319,טכנולוגיה ואיכות,fulltime,"קבוצת אסם נסטלה מגייסת מנהל/ת תחום תזונה לתפקיד שמטרתו בנייה ויישום אסטרטגיה בתחום התזונה, הבריאות ואיכות החיים בקבוצת אסם-נסטלה תוך הגדרת סדרי עדיפויות לפיתוח מוצרים וביסוס פורטפוליו תומך בהצעות מזון טעימות, בריאות ובנות-קיימא, במטרה לעורר השראה בקרב קהילות ובעלי עניין לאמץ אורח חיים מאוזן ומיטיב. במסגרת התפקיד: שותפות בבניית והטמעת אסטרטגית התזונה והבריאות במטרה להניע צמיחה עסקית ולחזק את המוניטין של המותגים. הובלת פורום תזונה לקידום יוזמות בתחום התזונה, הבריאות ואיכות החיים, תוך דגש על  פיתוח, שיווק וצריכה של מוצרים טעימים, בריאים וטובים יותר לסביבה. זיהוי הזדמנויות צמיחה בשוק והבאת ידע מהעולם להטמעה בארגון בצורה אפקטיבית הובלת מהלכי תקשורת שיביאו לידי ביטוי את המומחיות הארגונית בתחום התזונה. ניהול ההסברה התקשורתית סביב עולמות התזונה עבור מותגי הליבה של הקבוצה. גיבוש ויישום תכנית עבודה להטמעת ערכים מכווני תזונה בקרב עובדי החברה. להיות אוטוריטה בתחום התזונה, לקדם שיתופי פעולה עם מובילי דעה בתחום. שכלול תחום הדוברות מטעם הארגון, תוך שמירה על אמינות ומקצועיות. חיזוק היכולות והידע של קהילת השיווק בעולמות התזונה והבריאות בהתאמה לערכי נסטלה הבטחת מוכנות לעמידה ברגולציות המזון בישראל ובגלובל. להיות איש קשר מול חברת האם נסטלה להבטחת הטמעה של תוכניות ויוזמות גלובליות. דרישות התפקיד תואר ראשון במדעי התזונה/דיאטטיקה או תחום מדעי־חיים עם התמחות תזונתית. תואר שני- יתרון ניסיון של לפחות 10 שנים בתחום התזונה, מתוכם 5 שנים כמנהל/ת תזונה בארגון גלובלי גדול / בארגון בריאות ציבורי ידע ויכולת מוכחת בפיתוח מותגים ועסקים המעודדים התנהגות בריאה ניסיון בעבודת הסברה/אדווקציה או שיתוף פעולה עם מובילי דעה (KOLs) בתחומי תזונה, בריאות או Wellness. יכולת מוכחת להתנהלות בסביבה עסקית מורכבת וניהול ממשקים מרובים. הבנה שיווקית, היכרות עם אסטרטגיות בניית מותגים- יתרון משמעותי אנגלית ברמה מעולה מטה החברה ממוקם באזור תעשיה חבל מודיעין, שוהם.",osem
אחראי/ת אפליקציה מסחרית ושיווקית אסם סחר,Osem-Nestlé,Hevel Modiin,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/393855,שיווק,fulltime,"רכז / ת אפליקציה מסחרית ושיווקית
רוצה להיכנס לחברה בינלאומית לעולם הדיגיטל , הסחר והשיווק ולהיות בלב העשייה ? מחפש / ת תפקיד עם השפעה אמיתית , למידה יומיומית ועבודה עם מותגים מובילים ? זה המקום שלך .
אנו מחפשים רכז / ת אפליקציה מסחרית ושיווקית עם ראש מסחרי וסקרנות גבוהה , שיצטרפו אלינו לתפקיד חדש , דינמי ומלא עניין – ניהול ופיתוח אפליקציית B2B מתקדמת שמניעה מכירות וחוויית לקוח .
במסגרת התפקיד : ניהול ותפעול שוטף של אפליקציית B2B, קידום מבצעים ותוכן , אחריות על הקטלוג הדיגיטלי , ניתוח נתונים , שיפור חוויית משתמש ועבודה שוטפת מול IT וממשקים נוספים .
מה חשוב לנו שתביא / י ?",osem
מכונאי/ת שדרות,Osem-Nestlé,Sderot,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/368271,טכני וייצור,fulltime,"תיאור התפקיד
ביצוע אחזקה מתוכננת ושבר למכונות אריזה וייצור בדגש על מניעת תקלות.
מתן פתרונות יעילים ומהירים לתקלות ברצפת הייצור יתרון ידע בתחום הבקרה.
מתן שרות למחלקות הייצור.
העברת הדרכות בטיחות לעובדים חדשים ומתן הרשאה לעבודה במכונות.
דיווח פקודות עבודה במערכת ממוחשבת.
דרישות התפקיד
ניסיון בתעשייה יצרנית בתפקיד דומה- חובה
היכרות עם מכונות אריזה, יצור, משאבות, קיטור וכו... – יתרון
רקע במסגרות/רתכות- יתרון
ידע בשימוש במחשב, תוכנות OFFICE
נכונות לעבודה במשמרות
קיים מערך הסעות",osem
חשמלאי/ת מוסמכ/ת מפעל אסם נסטלה בשדרות,Osem-Nestlé,Sderot,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/392492,טכני וייצור,fulltime,"תיאור התפקיד
ביצוע טיפול מונע במערכות החשמל
אחריות על תיעוד פעולות וממצאים במערכות
הובלת שיפורים ויישומם
קריאת שרטוטים
עבודה על פי מתודולוגית נסטלה
עבודה בהתאם לסטנדרטיזציה ונהלי המפעל
דרישות התפקיד
חשמלאי/ית מוסמך- חובה
ניסיון בתפקיד דומה בתעשייה- חובה
ידע במחשוב ובקרה- יתרון
ידע והיכרות עם חוק החשמל
בעל כישורי מחשב ידע בתוכנות בסיסיות , Excel, WORD, PP .
נכונות לעבודה במשמרות",osem
מתכנן/ת ייצור בונז'ור,Osem-Nestlé,Kiryat Gat,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/389851,שרשרת אספקה ורכש,fulltime,"מפעל בונז'ור מגייס מתכנן/ת ייצור למחלקת שרשרת אספקה, במסגרת התפקיד
ניהול תכנית הייצור- בניית תוכנית עבודה יומית ושבועית המאזנת בין עמידה ביעדי מכירות לבין אילוצי ייצור (כוח אדם, זמינות קווים וחומרי גלם)
ניהול ומדיניות מלאי- אחריות על זמינות מוצרים מוגמרים, תוך הקפדה על צמצום השמדות חומרי גלם
ניהול אילוצים דינמיים- עבודה שוטפת מול סביבה משתנה, הבנה של יכולות הייצור והתנאים בשטח ותרגומם ללו""ז בר ביצוע
בקרה ושיפור תהליכים- ניתוח ביצוע מול תכנון , הובלת תהליכי התייעלות תכנוניים ושיפור קיבולות הייצור
ניתוח ביקושים- עבודה מול מטה החברה וחטיבת השיווק בנושא זה
דרישות התפקיד :
תואר בהנדסת תעשייה וניהול – חובה
מינימום 3 שנות ניסיון בתפקיד דומה או תפקיד אנליטי – חובה
שליטה ביישומי Office רמה גבוהה מאוד ב- EXCEL (יינתן מבדק בנושא) – חובה
ניסיון בעבודה עם מערכות ERP – חובה, SAP – יתרון
משרה מלאה עם נכונות לשעות נוספות במידת הצורך",osem
מפעיל/ה קו טבעול צבר,Osem-Nestlé,Kiryat Gat,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/388700,,,,osem
מלגזן/ית מחסנאי/ת צבר,Osem-Nestlé,Kiryat Gat,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/388703,,,,osem
מנהל/ת  משמרת צבר טבעול קרית גת,Osem-Nestlé,Kiryat Gat,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/385812,,,,osem
טכנולוג/ית איכות למחלקת חטיפים אתר אסם נסטלה בשדרות,Osem-Nestlé,Sderot,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/384070,,,,osem
נציג/ה למרכז המכירות של אסם סחר,Osem-Nestlé,Kiryat Gat,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/382719,,,,osem
ראש צוות מרכז המכירות של אסם סחר בקרית גת,Osem-Nestlé,Kiryat Gat,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/382985,,,,osem
מלגזן/ית לוגיסטיקה,Osem-Nestlé,Hevel Modiin,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/382856,,,,osem
מנהל/ת צובר לוגיסטיקה,Osem-Nestlé,Hevel Modiin,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/382648,,,,osem
חשמלאי/ת ראשי/ת שדרות,Osem-Nestlé,Sderot,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/374986,,,,osem
מפעיל/ה קו מטרנה,Osem-Nestlé,Maabarot,2026-06-10,https://www.osem-nestle.co.il/career/open-positions/359705,,,,osem
