title,company,location,url,date,deadline,department,description,requirements,position_type
תומך עובד סוציאלי,כפר יונה,כפר יונה,https://namerz.moin.gov.il/showexternal/55559/2,2026-06-22,2026-07-06,רווחה,"רשות: כפר יונה · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · דירוג: מנהלי/מח""ר · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 525/26",12 שנות לימוד,
סגן מנהל אגף גנרי,כפר יונה,כפר יונה,https://namerz.moin.gov.il/showexternal/55563/2,2026-06-22,2026-07-06,ניהול כללי,רשות: כפר יונה · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: 40-50% משכר מנכל · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 524/26,אקדמאית / חילופית בהתאם לחוק,
אב בית איש תחזוקה בבית הספר,אפרתה,אפרתה,https://namerz.moin.gov.il/showexternal/55565/1,2026-06-22,2026-07-06,חינוך,רשות: אפרתה · מחוז: יהודה ושומרון · יחידה: חינוך · תחום: חינוך · דירוג: מנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 21/26,12 שנות לימוד,
אחר,אפרתה,אפרתה,https://namerz.moin.gov.il/showexternal/55566/1,2026-06-22,2026-07-06,תוכניות לאומיות,"רשות: אפרתה · מחוז: יהודה ושומרון · יחידה: תוכניות לאומיות · תחום: תוכניות לאומיות · דירוג: מנהלי/מח""ר/עו""סים · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 19/26",12 שנות לימוד; בגרות,
אחר,אפרתה,אפרתה,https://namerz.moin.gov.il/showexternal/55570/1,2026-06-22,2026-07-06,רווחה,רשות: אפרתה · מחוז: יהודה ושומרון · יחידה: רווחה · תחום: רווחה · דירוג: עובדים סוציאליים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 25/26,אקדמאית / חילופית בהתאם לחוק,
אחר,נתניה,נתניה,https://namerz.moin.gov.il/showexternal/55584/1,2026-06-23,2026-07-06,כספים,רשות: נתניה · מחוז: מרכז · יחידה: כספים כללי · תחום: כספים · דירוג: חוזה בכירים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-23 · מועד הגשה: 2026-07-06 · מספר מכרז: 1086/26,אקדמאית / חילופית בהתאם לחוק,
פסיכולוג חינוכי,לוד,לוד,https://namerz.moin.gov.il/showexternal/55704/1,2026-06-25,2026-07-06,חינוך,רשות: לוד · מחוז: מרכז · יחידה: חינוך · תחום: חינוך · דירוג: מנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-06 · מספר מכרז: 108/26,12 שנות לימוד,
מרכז מתנדבים ברשות מקומית,לוד,לוד,https://namerz.moin.gov.il/showexternal/55705/1,2026-06-25,2026-07-06,רווחה,רשות: לוד · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · דירוג: מנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-06 · מספר מכרז: 109/26,12 שנות לימוד,
אחר,לוד,לוד,https://namerz.moin.gov.il/showexternal/55707/1,2026-06-25,2026-07-06,רווחה,רשות: לוד · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · דירוג: מנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-06 · מספר מכרז: 110/26,12 שנות לימוד,
פקח חניה וחוקי עזר,לוד,לוד,https://namerz.moin.gov.il/showexternal/55708/1,2026-06-25,2026-07-06,ניהול כללי,רשות: לוד · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: מנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-06 · מספר מכרז: 111/26,12 שנות לימוד,
פקח מסייע (שיטור עירוני),לוד,לוד,https://namerz.moin.gov.il/showexternal/55709/1,2026-06-25,2026-07-06,חירום ובטחון,רשות: לוד · מחוז: מרכז · יחידה: חירום וביטחון · תחום: חירום ובטחון · דירוג: מנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-06 · מספר מכרז: 112/26,12 שנות לימוד,
אחר,לוד,לוד,https://namerz.moin.gov.il/showexternal/55710/1,2026-06-25,2026-07-06,כספים,רשות: לוד · מחוז: מרכז · יחידה: כספים כללי · תחום: כספים · דירוג: מנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-06 · מספר מכרז: 113/26,12 שנות לימוד,
קצין ביקור סדיר,רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/49720/9,2026-06-17,2026-07-06,חינוך,"רשות: רמת גן · מחוז: תל-אביב · יחידה: חינוך · תחום: חינוך · דירוג: דירוג המח""ר מסלול קידום 38-40 או בדירוג חינוך ונוער בהתאם להשכלת והכשרת המועמד. · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-06 · מספר מכרז: 3867330",אקדמאית / חילופית בהתאם לחוק,
מנהל מחלקה (כספים),רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/52131/7,2026-06-17,2026-07-06,כספים,"רשות: רמת גן · מחוז: תל-אביב · יחידה: כספים כללי · תחום: כספים · דירוג: בדירוג המח""ר/כלכלנים מסלול קידום 40-42 או בחוזה שכר מנכ""ל בכפוף לאישור · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-06 · מספר מכרז: 3915983",אקדמאית / חילופית בהתאם לחוק,
בודק בקשות להיתרי בניה,רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/53728/3,2026-05-07,2026-07-06,הנדסה,"רשות: רמת גן · מחוז: תל-אביב · יחידה: הנדסה · תחום: הנדסה · דירוג: בדירוג המהנדסים והאדריכלים או ההנדסאים והטכנאים מסלול דרגות 37-41 או חוזה דירוגי בכפוף לאישור. · רמת השכלה: אדריכל / מהנדס, הנדסאי / טכנאי · תאריך פרסום: 2026-05-07 · מועד הגשה: 2026-07-06 · מספר מכרז: 3926276",אדריכל / מהנדס; הנדסאי / טכנאי,
סגן מנהל מחלקה (כספים),רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/53883/3,2026-05-12,2026-07-06,כספים,"רשות: רמת גן · מחוז: תל-אביב · יחידה: כספים כללי · תחום: כספים · דירוג: בדירוג המנהלי מסלול קידום 9-11 או בדירוג המח""ר מסלול קידום 39-11 · רמת השכלה: בגרות · תאריך פרסום: 2026-05-12 · מועד הגשה: 2026-07-06 · מספר מכרז: 3928289",בגרות,
מפקח רישוי ובניה בועדות המקומיות או ברשות המקומית,רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/54573/3,2026-06-17,2026-07-06,הנדסה,"רשות: רמת גן · מחוז: תל-אביב · יחידה: הנדסה · תחום: הנדסה · דירוג: בדירוג ההנדסאים וטכנאים/מהנדסים אדריכלים מסלול קידום 37-41 · רמת השכלה: אדריכל / מהנדס, הנדסאי / טכנאי · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-06 · מספר מכרז: 3933919",אדריכל / מהנדס; הנדסאי / טכנאי,
מנהל מדור (גנרי),רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/54577/3,2026-06-17,2026-07-06,ניהול כללי,"רשות: רמת גן · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: בדירוג המנהלי 8-10 או בדירוג המח""ר 38-40 · רמת השכלה: 12 שנות לימוד, בגרות, השכלה תיכונית · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-06 · מספר מכרז: 3936423",12 שנות לימוד; בגרות; השכלה תיכונית,
מנהל מחלקה גנרי,רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/55401/1,2026-06-17,2026-07-06,ניהול כללי,רשות: רמת גן · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-06 · מספר מכרז: 3782443,אקדמאית / חילופית בהתאם לחוק,
מנהל מדור (גנרי),רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/55402/1,2026-06-17,2026-07-06,ניהול כללי,"רשות: רמת גן · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: דירוג מנהלי 8-10 או דירוג המח""ר 38-40 · רמת השכלה: 12 שנות לימוד, בגרות, השכלה תיכונית · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-07-06 · מספר מכרז: 3942622",12 שנות לימוד; בגרות; השכלה תיכונית,
אחר,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/53217/10,2026-04-27,2026-07-06,חירום ובטחון,רשות: בת ים · מחוז: תל-אביב · יחידה: חירום וביטחון · תחום: חירום ובטחון · דירוג: 6-8 בדירוג המנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-04-27 · מועד הגשה: 2026-07-06 · מספר מכרז: 76/26,12 שנות לימוד,
מנהל יחידת תכנון במינהלת השכונתית להתחדשות עירונית,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/53525/6,2026-05-04,2026-07-06,תוכניות לאומיות,רשות: בת ים · מחוז: תל-אביב · יחידה: תוכניות לאומיות · תחום: תוכניות לאומיות · דירוג: 40-42 בדירוגים המקצועיים/חוזה בכירים בכפוף לאישור · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-05-04 · מועד הגשה: 2026-07-06 · מספר מכרז: 81/26,אקדמאית / חילופית בהתאם לחוק,
מדריך ראש צוות,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/53796/6,2026-05-10,2026-07-06,רווחה,"רשות: בת ים · מחוז: תל-אביב · יחידה: רווחה · תחום: רווחה · דירוג: דירוג העו""ס · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-05-10 · מועד הגשה: 2026-07-06 · מספר מכרז: 92/26",אקדמאית / חילופית בהתאם לחוק,
אחר,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/53797/7,2026-05-10,2026-07-06,חינוך,רשות: בת ים · מחוז: תל-אביב · יחידה: חינוך · תחום: חינוך · דירוג: דירוג חברה ונוער · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-05-10 · מועד הגשה: 2026-07-06 · מספר מכרז: 87/26,12 שנות לימוד,
מנהל מחלקה (הנדסה),בת ים,בת ים,https://namerz.moin.gov.il/showexternal/54738/3,2026-06-02,2026-07-06,הנדסה,רשות: בת ים · מחוז: תל-אביב · יחידה: הנדסה · תחום: הנדסה · דירוג: 40-42 בדירוג האקדמי/הנדסאים/ חוזה בכירים בכפוף לאישור · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-02 · מועד הגשה: 2026-07-06 · מספר מכרז: 105/26,אקדמאית / חילופית בהתאם לחוק,
אחר,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/54951/3,2026-06-08,2026-07-06,רווחה,"רשות: בת ים · מחוז: תל-אביב · יחידה: רווחה · תחום: רווחה · דירוג: דירוג העו""ס/ ע""פ ההסכם החדש של העובדים הסוציאליים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-08 · מועד הגשה: 2026-07-06 · מספר מכרז: 97/26",אקדמאית / חילופית בהתאם לחוק,
מציל,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/54962/3,2026-06-08,2026-07-06,חופי רחצה והצלה,רשות: בת ים · מחוז: תל-אביב · יחידה: חופי רחצה והצלה · תחום: חופי רחצה והצלה · דירוג: 7-9 בדירוג המנהלי · רמת השכלה: קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-08 · מועד הגשה: 2026-07-06 · מספר מכרז: 108/26,קורסים נוספים כמפורט בקובץ,
רכז התנדבות רשותי,ביתר עילית,ביתר עילית,https://namerz.moin.gov.il/showexternal/55498/2,2026-06-22,2026-07-06,רווחה,רשות: ביתר עילית · מחוז: יהודה ושומרון · יחידה: רווחה · תחום: רווחה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 29.26,אקדמאית / חילופית בהתאם לחוק,
אחר,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55512/2,2026-06-22,2026-07-06,הנדסה,רשות: בת ים · מחוז: תל-אביב · יחידה: הנדסה · תחום: הנדסה · דירוג: לפי הסכם העבודה הקיבוצי לתכנון ובנייה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 118/26,אקדמאית / חילופית בהתאם לחוק,
בודק בקשות להיתרי בניה,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55513/2,2026-06-22,2026-07-06,הנדסה,רשות: בת ים · מחוז: תל-אביב · יחידה: הנדסה · תחום: הנדסה · דירוג: על פי הסכם קיבוצי · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 117/26,אקדמאית / חילופית בהתאם לחוק,
סגן מנהל מחלקה (כספים),בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55515/2,2026-06-22,2026-07-06,כספים,"רשות: בת ים · מחוז: תל-אביב · יחידה: כספים כללי · תחום: כספים · דירוג: 9-11 בדירוג המנהלי/ 39-41 בדירוג המח""ר · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 115/26",12 שנות לימוד,
אחר,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55516/2,2026-06-22,2026-07-06,ביקורת,"רשות: בת ים · מחוז: תל-אביב · יחידה: ביקורת · תחום: ביקורת · דירוג: 39-41 בדירוג המח""ר · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 113/26",אקדמאית / חילופית בהתאם לחוק,
אחר,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55519/2,2026-06-22,2026-07-06,חינוך,רשות: בת ים · מחוז: תל-אביב · יחידה: חינוך · תחום: חינוך · דירוג: דירוג חברה ונוער · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 110/26,אקדמאית / חילופית בהתאם לחוק,
מידען תכנוני,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55520/3,2026-06-22,2026-07-06,הנדסה,"רשות: בת ים · מחוז: תל-אביב · יחידה: הנדסה · תחום: הנדסה · דירוג: בהתאם להסכם קיבוצי, תכנון ובניה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 109/26",אקדמאית / חילופית בהתאם לחוק,
מפקח רישוי ובניה בועדות המקומיות או ברשות המקומית,ביתר עילית,ביתר עילית,https://namerz.moin.gov.il/showexternal/55531/1,2026-06-22,2026-07-06,הנדסה,"רשות: ביתר עילית · מחוז: יהודה ושומרון · יחידה: הנדסה · תחום: הנדסה · דירוג: מח""ר 37-41/טכנאים הנדסאים 37-41 · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 30.26",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
מנהלן בית ספר,ביתר עילית,ביתר עילית,https://namerz.moin.gov.il/showexternal/55532/1,2026-06-22,2026-07-06,חינוך,"רשות: ביתר עילית · מחוז: יהודה ושומרון · יחידה: חינוך · תחום: חינוך · דירוג: מנהלי 7-10 · רמת השכלה: 12 שנות לימוד, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 32.26",12 שנות לימוד; קורסים נוספים כמפורט בקובץ,
מנהלן בית ספר,ביתר עילית,ביתר עילית,https://namerz.moin.gov.il/showexternal/55533/1,2026-06-22,2026-07-06,חינוך,"רשות: ביתר עילית · מחוז: יהודה ושומרון · יחידה: חינוך · תחום: חינוך · דירוג: מנהלי 7-10 · רמת השכלה: 12 שנות לימוד, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 33.26",12 שנות לימוד; קורסים נוספים כמפורט בקובץ,
מנהלן בית ספר,ביתר עילית,ביתר עילית,https://namerz.moin.gov.il/showexternal/55534/1,2026-06-22,2026-07-06,חינוך,"רשות: ביתר עילית · מחוז: יהודה ושומרון · יחידה: חינוך · תחום: חינוך · דירוג: מנהלי 7-10 · רמת השכלה: 12 שנות לימוד, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 34.26",12 שנות לימוד; קורסים נוספים כמפורט בקובץ,
מפקח וטרינרי,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55540/1,2026-06-22,2026-07-06,שפע ותשתיות,"רשות: בת ים · מחוז: תל-אביב · יחידה: שפ""ע ותשתיות · תחום: שפע ותשתיות · דירוג: 6-9 בדירוג המנהלי · רמת השכלה: 12 שנות לימוד, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 114/26",12 שנות לימוד; קורסים נוספים כמפורט בקובץ,
פקח מסייע (שיטור עירוני),יקנעם עילית,יקנעם עילית,https://namerz.moin.gov.il/showexternal/55541/1,2026-06-22,2026-07-06,חירום ובטחון,"רשות: יקנעם עילית · מחוז: צפון · יחידה: חירום וביטחון · תחום: חירום ובטחון · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 20/2026",12 שנות לימוד; בגרות,
אחר,בת ים,בת ים,https://namerz.moin.gov.il/showexternal/55558/1,2026-06-22,2026-07-06,רווחה,רשות: בת ים · מחוז: תל-אביב · יחידה: רווחה · תחום: רווחה · דירוג: חברה ונוער · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 116/26,אקדמאית / חילופית בהתאם לחוק,
אחר,אשקלון,אשקלון,https://namerz.moin.gov.il/showexternal/55562/1,2026-06-22,2026-07-06,רווחה,"רשות: אשקלון · מחוז: דרום · יחידה: רווחה · תחום: רווחה · דירוג: דירוג ודרגה בהתאם להסכם העו""ס · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 61/2026",אקדמאית / חילופית בהתאם לחוק,
מנהל אגף גנרי,הגלבוע,הגלבוע,https://namerz.moin.gov.il/showexternal/55578/2,2026-06-22,2026-07-06,ניהול כללי,רשות: הגלבוע · מחוז: צפון · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: חוזה בכירים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 16.26,אקדמאית / חילופית בהתאם לחוק,
אחר,קרית אונו,קרית אונו,https://namerz.moin.gov.il/showexternal/55581/1,2026-06-22,2026-07-06,ניהול כללי,"רשות: קרית אונו · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: מתח דרגות 8-10 בדירוג המינהלי/ 38-40 בדירוג המח""ר. · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 35/2026",12 שנות לימוד; בגרות,
מנהל מדור (גנרי),קרית אונו,קרית אונו,https://namerz.moin.gov.il/showexternal/55582/1,2026-06-22,2026-07-06,ניהול כללי,"רשות: קרית אונו · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: מתח דרגות  7-9 בדרוג  המנהלי/ 37-39 בדרוג המח""ר. · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 29/2026",12 שנות לימוד; בגרות,
אחר,חולון,חולון,https://namerz.moin.gov.il/showexternal/55585/1,2026-06-22,2026-07-06,חינוך,"רשות: חולון · מחוז: תל-אביב · יחידה: חינוך · תחום: חינוך · רמת השכלה: אדריכל / מהנדס, אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 350/2026",אדריכל / מהנדס; אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
מנהל יחידת החינוך הקדם יסודי,חולון,חולון,https://namerz.moin.gov.il/showexternal/55586/1,2026-06-22,2026-07-06,חינוך,"רשות: חולון · מחוז: תל-אביב · יחידה: חינוך · תחום: חינוך · דירוג: בכירים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 367/2026",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
סגן מנהל מחלקה (גנרי),חולון,חולון,https://namerz.moin.gov.il/showexternal/55587/1,2026-06-22,2026-07-06,ניהול כללי,"רשות: חולון · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: בגרות, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 383/2026",בגרות; קורסים נוספים כמפורט בקובץ,
תומך עובד סוציאלי,רעננה,רעננה,https://namerz.moin.gov.il/showexternal/55472/1,2026-06-18,2026-07-06,רווחה,רשות: רעננה · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-06 · מספר מכרז: 095/2026,12 שנות לימוד,
אחראי נושא/רכז/מרכז נושא במחלקה,רעננה,רעננה,https://namerz.moin.gov.il/showexternal/55473/1,2026-06-18,2026-07-06,ניהול כללי,רשות: רעננה · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-18 · מועד הגשה: 2026-07-06 · מספר מכרז: 078/2026,12 שנות לימוד,
פקח חניה וחוקי עזר,רעננה,רעננה,https://namerz.moin.gov.il/showexternal/55600/1,2026-06-23,2026-07-06,ניהול כללי,רשות: רעננה · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-23 · מועד הגשה: 2026-07-06 · מספר מכרז: 103/2026,12 שנות לימוד,
אחר,כפר ורדים,כפר ורדים,https://namerz.moin.gov.il/showexternal/55525/2,2026-06-22,2026-07-06,חינוך,"רשות: כפר ורדים · מחוז: צפון · יחידה: חינוך · תחום: חינוך · דירוג: העסקה ע""י משרד החינוך · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 16/2026",אקדמאית / חילופית בהתאם לחוק,
אחר,שוהם,שוהם,https://namerz.moin.gov.il/showexternal/55583/3,2026-06-23,2026-07-06,כספים,"רשות: שוהם · מחוז: מרכז · יחידה: כספים כללי · תחום: כספים · דירוג: מח""ר 37-39 · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-23 · מועד הגשה: 2026-07-06 · מספר מכרז: 23/26",אקדמאית / חילופית בהתאם לחוק,
מנהל יחידת חינוך,קרית אונו,קרית אונו,https://namerz.moin.gov.il/showexternal/55580/2,2026-06-22,2026-07-06,חינוך,"רשות: קרית אונו · מחוז: תל-אביב · יחידה: חינוך · תחום: חינוך · דירוג: שכר בכירים, בכפוף לאישור משרד הפנים/41-43 בדירוג המח""ר/הסכם מנהלי מחלקות חינוך · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 34/2026",אקדמאית / חילופית בהתאם לחוק,
מנהל יחידת צעירים,יבנה,יבנה,https://namerz.moin.gov.il/showexternal/55501/3,2026-06-22,2026-07-06,תוכניות לאומיות,"רשות: יבנה · מחוז: מרכז · יחידה: תוכניות לאומיות · תחום: תוכניות לאומיות · דירוג: דירוג דרגה (מנהל מחלקה)/ חינוך נוער וקהילה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 27/26",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
גזבר,ערערה,ערערה,https://namerz.moin.gov.il/showexternal/55556/5,2026-06-22,2026-07-06,כספים,רשות: ערערה · מחוז: חיפה · יחידה: כספים כללי · תחום: כספים · דירוג: העסקה בחוזה אישי בכפוף לאישור משרד הפנים. · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-06 · מספר מכרז: 12/2026,אקדמאית / חילופית בהתאם לחוק,
מנהל מחלקה לשירותים חברתיים,מעלה אדומים,מעלה אדומים,https://namerz.moin.gov.il/showexternal/53263/12,2026-06-23,2026-07-07,רווחה,רשות: מעלה אדומים · מחוז: יהודה ושומרון · יחידה: רווחה · תחום: רווחה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-23 · מועד הגשה: 2026-07-07 · מספר מכרז: מא-26,אקדמאית / חילופית בהתאם לחוק,
פקח חניה וחוקי עזר,מודיעין עילית,מודיעין עילית,https://namerz.moin.gov.il/showexternal/54987/4,2026-06-09,2026-07-07,ניהול כללי,רשות: מודיעין עילית · מחוז: יהודה ושומרון · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: דירוג מנהלי דרגה 7-9 · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-09 · מועד הגשה: 2026-07-07 · מספר מכרז: 2621,12 שנות לימוד,
אחר,מצפה רמון,מצפה רמון,https://namerz.moin.gov.il/showexternal/55505/1,2026-06-21,2026-07-07,רווחה,רשות: מצפה רמון · מחוז: דרום · יחידה: רווחה · תחום: רווחה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-21 · מועד הגשה: 2026-07-07 · מספר מכרז: 18-26,אקדמאית / חילופית בהתאם לחוק,
אחר,הרצליה,הרצליה,https://namerz.moin.gov.il/showexternal/55538/2,2026-06-23,2026-07-07,ניהול כללי,"רשות: הרצליה · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: 38-40 בדרוג המח""ר או בדרוג מקביל · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-23 · מועד הגשה: 2026-07-07 · מספר מכרז: 136/2026",אקדמאית / חילופית בהתאם לחוק,
