title,company,location,date,deadline,url,department,workplace_type,staff_type,internal_external,description,requirements
מנהל/ת בקרה ותפעול דאטה סנטר (JB-1315),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-18,https://www.tau.ac.il/JB-1315/position/2025,אגף מחשוב וטכנולוגיות מידע,onsite,administrative,חיצוני,,
רכז/ת מינהל בכיר/ה (JB-1323),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-18,https://www.tau.ac.il/JB-1323/position/2026,"הספרייה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",onsite,administrative,חיצוני,,
אחראי/ת מנהלי/ת החוג לערבית (JB-1354),אוניברסיטת תל אביב,תל אביב,2026-06-09,2026-06-17,https://www.tau.ac.il/JB-1354/position/2026,הפקולטה למדעי הרוח,onsite,administrative,פנימי,,
"מנהל/ת המערך המנהלי- ביה""ס למדעי המחשב ובינה מלאכותית (JB-1352)",אוניברסיטת תל אביב,תל אביב,2026-06-09,2026-06-17,https://www.tau.ac.il/JB-1352/position/2026,הפקולטה למדעים מדויקים,onsite,administrative,פנימי,,
רכז/ת אדמיניסטרטיבי/ת מינהלת בית הספר לפסיכולוגיה(JB-1355),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-15,https://www.tau.ac.il/position/jb-1355/2026,הפקולטה למדעי החברה,onsite,administrative,פנימי,,
רכז/ת תלמידים/ות לתארים מתקדמים (JB-1331),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-15,https://www.tau.ac.il/JB-1331/position/2026,הפקולטה למדעי הרוח,onsite,administrative,חיצוני,,
רכז/ת תלמידים (JB-1325),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-15,https://www.tau.ac.il/JB-1325/position/2026,הפקולטה למדעים מדויקים,onsite,administrative,חיצוני,,
עובד/ת תחזוקה (JB-1306),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-15,https://www.tau.ac.il/JB-1306/position/2026,"הספרייה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",onsite,administrative,חיצוני,,
"רכז/ת הדרכה ומינהל, מדור ייעוץ ארגוני, הדרכה ורווחה (JB-1233)",אוניברסיטת תל אביב,תל אביב,2026-06-09,2026-06-14,https://www.tau.ac.il/JB-1233/position/2025,אגף משאבי אנוש,onsite,administrative,חיצוני,,
"רכז/ת בכיר/ה לרכש חו""ל- מדור רכש יבוא (JB-1244)",אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-14,https://www.tau.ac.il/JB-1244/position/2025,אגף הכספים כלכלה ותקציבים,onsite,administrative,חיצוני,,
אחראי/ת טכני/ת מעבדות הוראה לביו-אלקטרוניקה (JB-1254),אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-14,https://www.tau.ac.il/position/JB-1254/2025,הפקולטה להנדסה,onsite,administrative,חיצוני,,
מחסנאי/ת יחידת הספקה(JB-1350),אוניברסיטת תל אביב,תל אביב,2026-06-09,2026-06-14,https://www.tau.ac.il/position/jb-1350/2026,אגף הכספים כלכלה ותקציבים,onsite,administrative,פנימי,,
רכז/ת בכיר/ה למינהל - השירות הפסיכולוגי (JB-1326),אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-14,https://www.tau.ac.il/JB-1326/2026/position,דקאנט הסטודנטים,onsite,administrative,חיצוני,,
