title,company,location,date,url,department,workplace_type,source,description,position_type
בנקאי/ת במרכז שירות משכנתאות מס משרה 1248,בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2321,,onsite,leumi,"מתן שירות טלפוני מקצועי ללקוחות בעלי משכנתא קיימת. עבודה מול ממשקים פנימיים וחיצוניים. מתן פתרונות מותאמים לצרכי הלקוח. התפקיד הינו בעל אחריות, משמעות, יציבות והתפתחות מקצועית. מסלול קידום נרחב למתאימים. מרכז צעיר, דינאמי עם אווירה טובה. בנקאי המרכז עוברים תהליך הכשרה רחב להתמקצעות והעמקה בעולם המשכנתאות. מיקום המשרה: ראשון לציון - טוליפמן 7 | דרישות: בגרות מלאה. ניסיון בעולם השירות. תודעת שירות גבוהה ויכולת הקשבה. היכרות עם תחום המשכנתאות - יתרון.",
רכז/ת פיתוח עסקי בתחום משכנתאות (משרת שטח) - 2887,בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2518,,onsite,leumi,"תפקיד רכז/ת המשכנתאות הינו תפקיד שטח מובהק, השקול במהותו לתפקיד מנהל/ת מכירות שטח, האמון על גזרה גיאוגרפית רחבה. במסגרת תפקידו נדרש/ת הרכז/ת לפעול באופן יזום ליצירת לידים ולהרחבת בסיס הלקוחות של הבנק, תוך עבודה שוטפת מול מגוון רחב של מחוללי עסקאות נדל""ן – יזמים, מתווכים, יועצים ומנהלי מכירות – הפועלים בפריסה ארצית. הצלחת התפקיד תלויה בנוכחות פיזית תדירה בשטח, קיום פגישות פרונטליות לצד שירותיות וזמינות גבוהה למחוללי הנדל""ן. עבודה בעיקר מול יזמים, סמנכ""לי כספים ושיווק, בכירים בשוק. אזור גאוגרפי – מרחב ירושלים מודיעין והשפלה. | דרישות: תואר ראשון בתחום הפיננסי - חובה. תעודת יועץ משכנתאות - חובה. ניסיון כיועץ משכנתאות והובלת צוות. יכולות ניהול מו""מ, מכירות, מוטיבציה גבוהה, שירותיות. יכולת זיהוי ואיתור הזדמנויות עסקיות בזמן אמת לצורך קידום שת""פ וניתוב פעילות עסקית לבנק. יכולת ייזום קשרים עסקיים חדשים וחתירה מתמדת להרחבת מעגל הלקוחות במטרה להגדיל את נפח הפעילות העסקית באזור הפעילות. יכולת מוכחת בטיפוח ושימור מערכות יחסים עם לקוחות קיימים, בסביבה תחרותית ומאתגרת. כישורי ניהול מו""מ ומכירה של פתרונות פיננסים בהתאמה אישית (עסקאות מימון נדל""ן מורכבות).",
מנהל/ת מוצר כרטיסי אשראי 2724,בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2576,,onsite,leumi,"ניהול ופיתוח תחום מוצרי כרטיסי האשראי בבנק, תוך הובלת יוזמות עסקיות להרחבת הפעילות ושיפור הצעת הערך ללקוח. התפקיד כולל ייזום והשקת מוצרים ושירותים חדשים, ביצוע אנליזות עסקיות, זיהוי הזדמנויות בשוק ואפיון תהליכים מקצה לקצה – משלב הרעיון, דרך הפיתוח והיישום ועד להטמעה ושיפור מתמיד. תחומי אחריות: הובלת פיתוח עסקי והרחבת פעילות כרטיסי האשראי ייזום, אפיון והשקת מוצרים ושירותים חדשים אפיון תהליכים מקצה לקצה והובלת הטמעתם בארגון ביצוע אנליזות וניתוח נתונים לצורך קבלת החלטות ושיפור ביצועים עבודה מול ממשקים רבים פנימיים וחיצוניים איתור הזדמנויות לשיתופי פעולה ושיפור חוויית הלקוח מיקום – קמפוס לאומי, אבא הלל סילבר 3, לוד (נגישות לרכבת) | דרישות: היכרות עם תחום כרטיסי האשראי / עולמות התשלומים – חובה יכולות אנליטיות גבוהות ויכולת עבודה עם נתונים יכולת למידה מהירה והבנה עסקית ומערכתית יוזמה, חשיבה חדשנית ויכולת להוביל תהליכים חוצי ארגון יכולת עבודה מול ממשקים מרובים והנעת גורמים בארגון ומחוצה לו",
בנקאי/ת PEPPER - מס' 2626,בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2598,,onsite,leumi,"PEPPER, הבנק הדיגיטלי של לאומי שמספק חווית בנקאות וחשבון בנק דיגיטלים מקצה לקצה. תפקיד בנקאי/ת PEPPER, הינו תפקיד ביחידת הבנקאות המקצועית של פפר, המספקת מענה לנושאים מקצועיים עבור יחידת השירות שמקיימת את המענה הראשוני ללקוח. התפקיד כולל עבודה מול יחידת השירות ומול לקוחות הבנק בסניף PEPPER, סניף אינטימי ומשפחתי, סביבת עבודה צעירה, דינמית ומגובשת סניף דיגיטלי בצמיחה ובפוקוס, עם הזדמנות לצמוח ולהתפתח קליטה מהיום הראשון כעובד/ת בנק כתובת המשרד : תל אביב, רח' מונטיפיורי שעות הפעילות : משרה מלאה א-ה 08:00-16:00 נכונות להישאר שעות נוספות פעמיים בשבוע. | דרישות: יכולת עבודה בעומסים ולחצים אחריות ומסוגלות לסגירת מעגלים איש צוות יכולות למידה גבוהות יכולות תקשורתיות גבוהות ניסיון בשירות ועבודה מול לקוחות השכלה : בגרות מלאה חובה, תואר ראשון - יתרון",
אנליסט/ית אשראי במערך לאומיטק 2773,בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2601,"החטיבה עסקית תיאור משרה: תיאור היחידה לאומיטק, זרוע בנקאות הטק של לאומי, מלווה אלפי סטארטאפים, חברות טק בכל שלבי החיים שלהן וקרנות הון סיכון בתעשיית ההיטק שהיא מנוע הצמיחה המשמעותי בכלכלה הישראלית. העבודה כוללת פעילות מול לקוחות הנמצאים בחזית החדשנות העולמית, במגוון רחב של תחומים ובעלות קצב צמיחה גבוה במיוחד כולל התרחבות מקומית וגלובלית. התפקיד כולל: הכנה וכתיבת וועדות אשראי כולל ביצוע אנליזה עסקית, ניתוחים כלכליים, הבנת המודל העסקי ובחינת יעילותו הכלכלית, ניתוח דוחות כספיים ותוכניות עסקיות. קבלת בקשות לאשראי, ניתוח ובחינת המימון המבוקש, מתן חו""ד והמלצות למבנה האשראי, קובננטים ותנאים אחרים ביצוע בקרות מעקב תקופתי אחר ביצועי הלווים דרך קבלת דו""חות שונים של לקוחות (פנימיים, רגולטוריים ועוד), תום תוקף ועדות טיפול בהתניות ועדת אשראים ונושאים לטיפול בהיבט אשראי קשר שוטף עם הלקוחות, טיפול יום יומי בבקשות ואירועים שונים, פגישות עם לקוחות - טיפוח ושימור הקשר עם הלקוחות בדגש על רמת שירות גבוהה מאוד פיתוח עסקים - יוזמה להגדלת נתח ארנק בלקוחות קיימים ובפיתוח עסקים חיצוני לגיוס לקוחות חדשים כולל איתור לקוחות פוטנציאלים ויצירת קשר איתם, מעקב, הכנת הצעה עסקית ומשא ומתן היקף המשרה: 5 ימים בשבוע, א'-ה' מיקום המשרה: רחוב אחד העם, תל אביב-יפו דרישות: תואר ראשון פיננסי - חובה ניסיון בתפקיד אנליסט - יתרון משמעותי אנגלית ברמה גבוהה- יתרון משמעותי הכרת תעשיית ההייטק ונסיון בעבודה מול חברות הייטק – יתרון משמעותי יכולת אנליטית וחשיבה מעמיקה דיוק, יסודיות ויכולת ניסוח גבוהה מכוונות לפיתוח עסקים ותודעת שירות גבוהה יכולת עבודה בתנאי עומס/ולוחות זמנים מוגדרים יכולת לניהול והובלת משימות תקשורת בינאישית גבוהה ויכולת עבודה בצוות נא לציין ת.ז על גבי קורות החיים. המשרה מיועדת לגברים ולנשים כאחד .",onsite,leumi,"תיאור היחידה לאומיטק, זרוע בנקאות הטק של לאומי, מלווה אלפי סטארטאפים, חברות טק בכל שלבי החיים שלהן וקרנות הון סיכון בתעשיית ההיטק שהיא מנוע הצמיחה המשמעותי בכלכלה הישראלית. העבודה כוללת פעילות מול לקוחות הנמצאים בחזית החדשנות העולמית, במגוון רחב של תחומים ובעלות קצב צמיחה גבוה במיוחד כולל התרחבות מקומית וגלובלית. התפקיד כולל: הכנה וכתיבת וועדות אשראי כולל ביצוע אנליזה עסקית, ניתוחים כלכליים, הבנת המודל העסקי ובחינת יעילותו הכלכלית, ניתוח דוחות כספיים ותוכניות עסקיות. קבלת בקשות לאשראי, ניתוח ובחינת המימון המבוקש, מתן חו""ד והמלצות למבנה האשראי, קובננטים ותנאים אחרים ביצוע בקרות מעקב תקופתי אחר ביצועי הלווים דרך קבלת דו""חות שונים של לקוחות (פנימיים, רגולטוריים ועוד), תום תוקף ועדות טיפול בהתניות ועדת אשראים ונושאים לטיפול בהיבט אשראי קשר שוטף עם הלקוחות, טיפול יום יומי בבקשות ואירועים שונים, פגישות עם לקוחות - טיפוח ושימור הקשר עם הלקוחות בדגש על רמת שירות גבוהה מאוד פיתוח עסקים - יוזמה להגדלת נתח ארנק בלקוחות קיימים ובפיתוח עסקים חיצוני לגיוס לקוחות חדשים כולל איתור לקוחות פוטנציאלים ויצירת קשר איתם, מעקב, הכנת הצעה עסקית ומשא ומתן היקף המשרה: 5 ימים בשבוע, א'-ה' מיקום המשרה: רחוב אחד העם, תל אביב-יפו | דרישות: תואר ראשון פיננסי - חובה ניסיון בתפקיד אנליסט - יתרון משמעותי אנגלית ברמה גבוהה- יתרון משמעותי הכרת תעשיית ההייטק ונסיון בעבודה מול חברות הייטק – יתרון משמעותי יכולת אנליטית וחשיבה מעמיקה דיוק, יסודיות ויכולת ניסוח גבוהה מכוונות לפיתוח עסקים ותודעת שירות גבוהה יכולת עבודה בתנאי עומס/ולוחות זמנים מוגדרים יכולת לניהול והובלת משימות תקשורת בינאישית גבוהה ויכולת עבודה בצוות",
"בנקאי/ת PEPPER למרכז הבנקאות בראשל""צ 2787",בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2607,,onsite,leumi,"תיאור היחידה: בנק לאומי מגייס בנקאים/ות טלפוניים ל-PEPPER - פלטפורמת הבנקאות הדיגיטלית של בנק לאומי. שירות הלקוחות ב-PEPPER נותן מענה טלפוני ובצ'אט לאלפי לקוחות שנהנים מחשבון הבנק הדיגיטלי. המתאימים/ות יעברו הכשרה בתחום הבנקאות ויצטרפו לקבוצה המשנה את עולם הבנקאות בישראל. עוד בהכשרה המקצועית יירכשו המתקבלים/ות ידע בנקאי מהבסיס ועד לשיקולים עסקיים ואופן מתן השירות הראשון מסוגו בישראל. מה אנחנו מציעים? סביבת עבודה דינאמית, צעירה ומתגמלת הכשרה מקצועית בתשלום מסלול קידום נרחב שעות גמישות תיאור המשרה: מתן מענה מקצועי ושירותי מקיף באמצעות הטלפון / בהתכתבות ללקוחות PEPPER בכל עולמות הבנקאות. היקף המשרה: המוקד פעיל מ-8:00 עד 23:00. משרה מלאה - 5 משמרות בשבוע (3 משמרות בוקר, 2 משמרות ערב), כל משמרת 8 שעות (יש גם משרות סטודנט). ימי שישי: 08:00-13:00. שישי אחת לשבועיים (שישי כן, שישי לא). המשרה בראשל""צ. | דרישות: תודעת שירות גבוהה כושר ביטוי גבוה בעל פה ובכתב יחסי אנוש מעולים ועבודת צוות יכולת למידה מהירה יכולת התמודדות במצבי לחץ נכונות להשקעה ועבודה מאומצת אוריינטציה למתן שירות",
יועץ/ת ארגוני/ת לצוות פיתוח מנהיגות 2818,בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2633,,onsite,leumi,"תיאור התפקיד הצטרפות לצוות הליבה שאחראי על פיתוח כלל המנהלים בארגון התפקיד משלב עבודה אסטרטגית מול חטיבות, ליווי ייעוצי למנהלים והובלת פרויקטים רוחביים אנחנו מחפשים שותפ/ה עם, גישת ""Can-do"" ויכולת מוכחת להוציא לפועל תהליכים מורכבים – משלב הרעיון ועד ליישום המלא בשטח תחומי אחריות ליווי וייעוץ: מתן ייעוץ ארגוני וניהולי למנהלים בדרגים שונים, ליווי תהליכי שינוי ויצירת שותפות מקצועית עם היחידות פיתוח תוכן והנחיה: אבחון צרכי פיתוח, גיבוש רציונל מקצועי והנחיית סדנאות ותוכניות מנהיגות ניהול פרויקטים מקצה לקצה (End-to-End): הובלת פרויקטים ארגוניים באחריות מלאה – החל משלב התכנון והאסטרטגיה ועד להטמעה המעשית, כולל ניהול הממשקים וההיבטים היישומיים הנדרשים להצלחתם מדידה והערכה: ניתוח אפקטיביות התהליכים והפקת תובנות לשיפור מתמיד של תוכניות המנהיגות מיקום – קמפוס לאומי, אבא הלל סילבר 3, לוד (נגיש לרכבת) | דרישות: השכלה: תואר שני בייעוץ ארגוני / פסיכולוגיה ארגונית / התנהגות ארגונית / משאבי אנוש ניסיון מקצועי: ניסיון של 5 שנים לפחות בייעוץ ופיתוח ארגוני בארגונים גדולים ומורכבים ניסיון בליווי מנהלים: ניסיון מוכח של 5 שנים לפחות בליווי ייעוצי אישי וקבוצתי למנהלים יכולת הובלה ויישום: יכולת מוכחת להוציא פרויקטים מהכוח אל הפועל, תוך שליטה בכלל שלבי התהליך והיבטיו המעשיים",
כלכלן/ית לחטיבת שוקי הון 2842,בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2640,,onsite,leumi,"מה עושה הענף: ענף שוק ההון מרכז את כל פעילות הלקוחות המובילים והממונפים בשוק ההון. בכלל זה שחקני נוסטרו, קרנות הגידור, ספקולנטים גדולים אלגוטרייד ועוד. מה עושים בתפקיד: כתיבת ועדות אשראי וניתוח דוחות כספיים. טיפול בלקוחות ענף שוק ההון בכל ההיבטים העסקיים תוך ניהול הממשקים הרלוונטיים בבנק (חדר עסקאות, משפטית, ניהול סיכונים, תפעול ועוד), לצורך בניית מעטפת כוללת העונה על צרכי הלקוח. אינטגרציה וייזום של תהליכים הקשורים ללקוחות הפעילים בשוק ההון, לצורך קידום פעילותם מול קבוצת לאומי. ייזום עיסקי מול לקוחות פוטנציאליים חדשים, ניהול מו""מ עם הלקוח על התנאים העסקיים בשיתוף עם מנהל הלקוח. ניהול פרוייקטי רוחב ומשימות מטה כגון – מדיניות האשראי של הענף, ניהול נכסי סיכון ובקרות SOX, ניהול נושא הרווחיות, כתיבת תוכניות עבודה שנתיות. מיקום - קמפוס לאומי, אבא הלל סילבר 3, לוד (נגיש לרכבת) | דרישות: תואר ראשון פיננסי ניסיון בניתוח דוחות כספיים היכרות עם שוק ההון יכולת אנליטית ולמידה מהירה יכולת ניהול והובלת ריבוי משימות יכולת ניסוח והבעה טובה בכתב ובעל פה דיוק, יסודיות, יכולת עבודה בתנאי עומס ולו""ז מוגדרים תודעת שרות גבוהה, תקשורת בינאישית גבוהה ויכולת עבודה בצוות יכולת גבוהה של עבודה עם ממשקים",
"רו""ח לענףCECL ותשתיות אשראי, באגף חשבונאות בחטיבה הפיננסית 2871",בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2646,,onsite,leumi,"תיאור היחידה: תחום תשתיות אשראי עוסק באפיון והטמעת חשבונאות במערכות התשתית, ביצוע תהליכי בקרה ותיקונים, ליווי חשבונאי של היחידות העסקיות, אפיון ופיתוח חשבונאי של מוצרי אשראי חדשים, ליווי פרויקטים, סיוע בפתרון תקלות ומענה לבירורים וניתוח רגולציה. תיאור המשרה: ביצוע ניתוחים והכנת ניירות עבודה בקשר עם נתוני האשראי. ניהול ממשקים מקצועיים עם גורמים בחטיבות העסקיות ובלאומי טכנולוגיות. יישום רגולציה והוראות חדשות שמתקבלות מב""י. ביצוע בקרות על מערכות התשתית. תחקורים ומענה לבירורים. השתתפות בפרויקטים רוחביים , הובלה, אפיון וליווי פיתוחים חשבונאיים בנושאי האשראי. מיכון ושיפור תהליכי עבודה. | דרישות: רישיון רו""ח - חובה. ניסיון כרו""ח אשכול פיננסי ממשרדים/חברות ביטוח/בנקים-יתרון. ראיית התמונה הרחבה, הבחנה בין עיקר וטפל. יכולת אנליטית ולמידה עצמית גבוהה. ידע וניסיון באקסל מתקדם – חובה. אוריינטציה טכנולוגית-יתרון. דיוק, יסודיות, יכולת עבודה בתנאי עומס ולו""ז מוגדרים. תודעת שירות גבוהה, יחסי אנוש מעולים ויכולת עבודה בצוות זמינות לשעות עבודה מאומצת עם מחזוריות רבעונית כפי הדוחות כספיים.",
אנליסט/ית משכנתאות VIP 2850,בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2648,,onsite,leumi,"תיאור התפקיד: ניתוח בקשות משכנתא ללקוחות VIP ולקוחות מורכבים ביצוע ניתוחים פיננסיים מעמיקים הכוללים: ניתוח יכולת החזר ורמת סיכון ניתוח הכנסות ממקורות שונים בחינת דו""חות כספיים התאמת פתרונות מימון מתקדמים בהתאם לצרכי הלקוח עבודה שוטפת מול גורמים פנימיים וחיצוניים (יזמים, אנשי עסקים, עו""ד, יועצים וכו’) מתן שירות אישי ברמה גבוהה ללקוחות בפרופיל גבוה מיקום – קמפוס לאומי, אבא הלל סילבר 3, לוד (נגיש לרכבת) | דרישות: דרישות התפקיד: ניסיון בתחום המשכנתאות / אשראי – חובה ניסיון בניתוח דו""חות כספיים והכנסות מורכבות – חובה ניסיון בעבודה עם לקוחות VIP - יתרון משמעותי שליטה גבוהה באקסל ובכלים אנליטיים כושר ביטוי מעולה בכתב ובעל פה יכולת אנליטית גבוהה וירידה לפרטים יחסי אנוש מעולים ותודעת שירות גבוהה סדר, ארגון ויכולת עבודה תחת לחץ",
רכז/ת ל-Pepper מס' משרה 2872,בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2653,,onsite,leumi,"רכז/ת ל- PEPPER (הבנק בדיגיטלי של לאומי) תיאור משרה: ניהול ותפעול הפעילות השוטפת של המשרד לרבות ניהול תקציבים, אדמיניסטרציה, לוגיסטיקה, חווית עובד, עבודה מול ספקים וניהול צרכי משרד כלליים: ניהול יומן מנכ""ל פפר ותיאום פגישות, מענה לטלפונים ואירוח ישיבות עבודה מתן מענה ושירות מקצועי למשימות שוטפות שניתנות ע""י המנכ""ל/ע. מנכ""ל תוך הקפדה על דיסקרטיות ומקצועיות חווית עובד – הפקת אירועים פנים ארגוניים לרבות הרמות כוסית, ימי גיבוש, ימי הולדת וכו' עבודה שוטפת מול גורמים שונים בחברה ומחוצה לה ניהול וליווי תהליך קליטת עובדים חדשים ועזיבות ניהול תקציבי מטה ותקציבי שוטף לרבות מעקב ובקרה מיקום - מונטיפיורי 31 תל אביב היקף משרה - משרה מלאה בימים א-ה קליטה כעובד/ת בנק כפיפות – לעוזר/ת מנכ""ל PEPPER תל אביב | דרישות: דיסקרטיות, תודעת שירות גבוהה מאוד ויחסי אנוש מצוינים יכולת תכנון ותעדוף, עמידה בלחץ וביצוע מספר משימות במקביל ניהול ויישום יוזמות לאירועי חברה, פעילות התנדבותית וכיו""ב ניהול בקרות שוטפות ידע ב- Excel / PowerPoint / Canva– חובה",
"עו""ד בענף רגולציה 2877",בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2654,,onsite,leumi,"תיאור יחידה : ענף הרגולציה בחטיבת הייעוץ המשפטי עוסק בריכוז וטיפול ברגולציה ישראלית רלוונטית לבנק, משלב ההתהוות והטיוטות ועד לשלב הפרסום הסופי. הענף עוקב אף אחר רגולציה בינלאומית רלוונטית. תיאור משרה : עו""ד מומחה בתחום הרגולציה (בדגש על תחומי הפיננסים, שוק ההון והטכנולוגיה). ליווי הליכים רגולטוריים מראשיתם ועד להשלמתם והעברתם ליישום בבנק (לרבות קבלת התייחסויות מגורמי המקצוע, גיבוש טיעונים, כתיבת ניירות עמדה וכיו""ב). שותפות בייצוג המשפטי של הבנק מול הרגולטורים הרלוונטיים (לרבות בנק ישראל, משרד האוצר, רשות שוק ההון, רשות ניי""ע, רשות התחרות וכיו""ב). עבודה מרובת ממשקים ובעצימות גבוהה מול גורמים שונים בבנק, מול איגוד הבנקים ומול עו""ד חיצוניים. איסוף מידע וביצוע עדכונים בנושאי רגולציה ישראלית ובינלאומית הרלוונטיים לפעילות הבנק (לרבות חוקים, תקנות, הצעות חוק, פרסומי רשויות, הנחיות רגולטורים, ועדות ציבוריות וכיו""ב). | דרישות: עו""ד בעל.ת ותק של 3 – 5 שנים בתחום הרגולציה הפיננסית. ניסיון מוכח ברגולציה פיננסית ועבודה מול רגולטורים – ניסיון תעסוקתי קודם במחלקת רגולציה במשרד עו""ד מוביל, גוף פיננסי (עדיפות לתאגיד בנקאי) או רשות ציבורית רלוונטית (משרד האוצר, בנק ישראל, רשות שוק ההון, רשות ניי""ע וכיו""ב). שליטה מלאה בשפה העברית, בדגש על כושר הבעה מעולה בע""פ ובכתב – חובה. שליטה מלאה באנגלית ברמה גבוהה – חובה. ניסיון בעבודה מרובת ממשקים, חוצי ארגון, לרבות מנהלים בכירים. סדר ודיוק, יכולות ארגון ותכנון משימות. יחסי אנוש טובים ויכולת לעבודה בצוות.",
מנהל/ת לקוחות עסקיים סניף באר שבע 2835,בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2655,,onsite,leumi,"חתירה להישגים ועמידה ביעדי הסניף והמגזר הובלת הצוות להשגת יעדים של צמיחה באשראים, בהשקעות וברווחיות ניהול תוכניות העבודה של הצוות לעמידה ביעדים אלה אחריות לפיתוח עסקים במגמה לשווק את הסניף הרחבת מאגר הלקוחות ולהגדיל את נפח הפעילות של לקוחות קיימים בניית Networking וקשירת קשרים בין אישיים עם הלקוחות, ייזום פגישות עם לקוחות, מיצוב עצמו ומיצוב הצוות ככתובת מקצועית ניהול צוות של 3 בנקאים מיקום – קמפוס לאומי, אבא הלל סילבר 3, לוד (נגיש לרכבת) | דרישות: תואר ראשון פיננסי - חובה ניסיון באנליזת אשראי/קצין אשראי מסחרי - חובה ניסיון ניהולי - חובה מוכוונות לעבודה עם לקוחות: תודעת שירות גבוהה, יחסי אנוש מצוינים יכולת להפעיל שיקול דעת, פרקטיות, ערנות לפרטים קטנים הבנה מערכתית ראיה עסקית יכולת התמודדות עם עומס ומצבי לחץ",
יועץ משכנתאות נציגות קבוצות רכישה ומשכנתאות VIP 2882,בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2659,,onsite,leumi,"צוות מקצועי ומוביל המטפל בעסקאות מורכבות ומגוונות בתחום המשכנתאות לקבוצות רכישה, ,פרויקטים ייחודיים, ומשכנתאות VIP ליווי לקוחות בתהליכי משכנתא מורכבים בקבוצות רכישה ופרויקטי בנייה התאמת פתרונות מימון אישיים בהתאם ליכולות ולצרכי הלקוח איסוף, בדיקה וניתוח מסמכים פיננסיים והבנת מבנה העסקה בניית תיקי הלוואה והעברתם לביצוע תוך הקפדה על איכות ודיוק עבודה שוטפת מול ממשקים פנימיים וחיצוניים | דרישות: ניסיון קודם בעולם המשכנתאות – חובה תואר ראשון – חובה יכולת עבודה בסביבה דינמית ומאתגרת, כולל ניהול עומסים יכולת ניהול זמן גבוהה, יוזמה והנעה עצמית אוריינטציה שירותית ומכירתית מצוינת ויכולת יצירת קשר עם לקוחות חשיבה אנליטית והבנה פיננסית",
"רו""ח בענף תפעול ניירות ערך זרים 2740",בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2663,,onsite,leumi,"תיאור היחידה : ענף תפעול ני""ע זרים הוא הגורם האחראי על תפעול הפעילות של כלל לקוחות הבנק בנושא ני""ע זרים. הן פעילות המבוצעת בלאומי באמצעות חדר עסקאות או הסניפים והן פעילות מסחר המבוצעת מחוץ ללאומי (פעילות ישירה מול ברוקרים ופעילות סליקה). ענף תפעול ני""ע זרים הינו הכתובת לכל שאלה בתחום ני""ע זרים, של הגורמים העסקיים בבנק או של לקוחותיהם. עיקרי תפקידי הענף: סליקה ומסחר – מטפלים במסחר ובסליקה של ני""ע זרים, קרנות של כלל השווקים בחו""ל עבודה מול קסטודיאנים וברוקרים שונים . אירועי חברה ותשלומים –טיפול בכלל אירועי החברה ( ישנם כמאה סוגים שונים ) שדורשים רמת מומחיות גבוהה, כל אירועי החברה הללו קשורים להחזקות ני""ע זרים של לקוחות הבנק. רגולציה ומיסוי בינלאומי- טיפול בנושא מיסוי אמריקאי ואמנות מס במדינות שונות – הצוות נותן מענה לכלל הלקוחות של בנק ואחראי על עמידה של הבנק בתקנות המס בארה""ב . תיאור המשרה : תמיכה וניהול של עסקאות שמבוצעות בחדר עסקאות והנוסטרו, אג""ח , מניות קרנות , השאלות , ריפו וכו'. בנית ביאורים לדוחות הכספיים של הבנק . ניהול עסקאות - סליקות, אירועי חברה, הפעלת שיקול דעת וגזירת משמעויות בנוגע לעסקאות השונות. בקרה על הרישומים החשבונאיים , בדיקת תנועות מאזניות ורווח והפסד. הבנה פיננסית מעמיקה של העסקאות וירידה לפרטים. חישובים מקצועיים, נוסחאות חישוב, אנליטי חשבונאי. טיפול בנושאים רבים בעת ובעונה אחת מול גורמים שונים (חדר עסקאות, נוסטרו, ALM, חשבונאות סוקס וכו'). שעות העבודה: חמישה ימי עבודה בשבוע, יום א' חופשי. 8:00-16:30 12:00-20:30 14:30-23:00 שישי: 8:00-13:00. 11:00-16:00 10:00-15:00 מיקום: קמפוס לאומי, אבא הלל סילבר 3, לוד. (נגיש לרכבת). | דרישות: תואר פיננסי רלוונטי – חוב",
מנהל/ת פרויקטי בינוי ותחזוקה2657,בנק לאומי,ישראל,2026-06-30,https://twitter.com/home?status=https://www.leumi.co.il/he/node/2664,,onsite,leumi,"תיאור התפקיד : אחריות כוללת לניהול, תכנון וביצוע פרויקטי בינוי, שיפוץ ותחזוקה שוטפת בסניפי הבנק ובנכסים נלווים, תוך עמידה בלוחות זמנים, תקציב, רגולציה בנקאית, דרישות בטיחות, נגישות ואבטחת מידע. מיקום : (משרדי הבנק במתחם קש""ב, לוד), כאשר השירותים יינתנו בכל רחבי הארץ בהתאם למיקום הפרויקטים . מאפייני התפקיד : עבודה במשרה מלאה, נסיעות מרובות בין סניפים, עבודה בסביבה רגולטורית ומבוקרת. תחומי אחריות עיקריים - ניהול פרויקטי בינוי : ייזום הפרויקט ואיתור נכס/בחינת נכס קיים. ליווי השלב הנכסי כולל סיורים בשטח בנכסים מיועדים, הכנת מסמך דרישות בינוי ותאום מול יזמים/רשויות/בעלי נכסים וליווי היבטים הנדסיים, בינויים ותחזוקתיים בחוזה הנכסי. בחינת תכניות פיזיבליות והכנת המשמעויות הנגזרות לחלופות השונות בהיבטי היתכנות, לו""ז ותקציב. ניהול תכנון הפרויקט על כל שלביו. ליווי הליכי רכש והתקשרויות עם קבלנים וספקים. פתיחת הפרויקט וניהולו במערכות הבנק בהתאם לתקציב המאושר. התנהלות מול גורמים בבנק ומחוצה לו (לרבות: בטחון, בטיחות, תקשורת, שיווק, נכסים וכו'). עבודה במערכות הבנק השונות, לרבות הכנת כתבי כמויות, הזמנות, חשבונות וכו'. ניהול, פיקוח ובקרה על ביצוע הפרויקט על כל שלביו בהתאם לנהלי הבנק. בדיקה ואישור חשבונות. ליווי הפרויקט במהלך הבדק. תחזוקת סניפים : יישום ארבעת ההיבטים הבאים באופן שוטף: אחריות על תחזוקה שוטפת, מנע ושבר בסניפים . ניהול ספקי תחזוקה ( בינוי, חשמל, מיזוג, מעליות, מערוכת חירום וכו') תכנון וביצוע עבודות התאמה, ריענון ושדרוג סניפים פעילים. עבודה מול ממשקים פנים ארגוניים (הנהלת הסניפים, תקשורת, בטחון וכו') | דרישות: מהנדס בניין או הנדסאי בניין בעלי ניסיון של לפחות 5 שנים בניהול פרויקטי בי",
