title,company,location,date,deadline,url,department,workplace_type,staff_type,internal_external,description,requirements
מהנדס/ת חשמל (JB-1180),אוניברסיטת תל אביב,תל אביב,2026-07-01,2026-07-09,https://www.tau.ac.il/position/JB-1180/2025,אגף הנדסה ותחזוקה,onsite,administrative,חיצוני,,
"מנהל/ת טכני/ת למעבדת הוראה שנה ג'- ביה""ס לפיזיקה ואסטרונומיה (JB-1358)",אוניברסיטת תל אביב,תל אביב,2026-07-01,2026-07-09,https://www.tau.ac.il/JB-1358/position/2026,הפקולטה למדעים מדויקים,onsite,administrative,חיצוני,,
אחראי/ת ניהול ידע ומערכות בטיחות (JB-1269),אוניברסיטת תל אביב,תל אביב,2026-07-01,2026-07-09,https://www.tau.ac.il/position/JB-1269/2025,יחידת הבטיחות,onsite,administrative,חיצוני,,
"אחראי/ת טכני/ת במעבדת הוראה- ביה""ס לרפואת שיניים/הפקולטה למדעי הרפואה והבריאות (JB-1360)",אוניברסיטת תל אביב,תל אביב,2026-06-29,2026-07-07,https://www.tau.ac.il/JB-1360/2026/position,בית הספר לרפואת שיניים הפקולטה לרפואה,onsite,administrative,פנימי,,
"עובד/ת בית מלאכה לניפוח זכוכית- ביה""ס לכימיה (JB-1340)",אוניברסיטת תל אביב,תל אביב,2026-06-15,2026-07-07,https://www.tau.ac.il/JB-1340/position/2026,הפקולטה למדעים מדויקים,onsite,administrative,חיצוני,,
מנהל/ת בקרה ותפעול דאטה סנטר (JB-1315),אוניברסיטת תל אביב,תל אביב,2026-06-22,2026-07-07,https://www.tau.ac.il/JB-1315/position/2025,אגף מחשוב וטכנולוגיות מידע,onsite,administrative,חיצוני,,
רכז/ת מינהל בכיר/ה (JB-1323),אוניברסיטת תל אביב,תל אביב,2026-06-22,2026-07-07,https://www.tau.ac.il/JB-1323/position/2026,"הספרייה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",onsite,administrative,חיצוני,,
רכז/ת תלמידים לתואר ראשון (JB-1363),אוניברסיטת תל אביב,תל אביב,2026-06-30,2026-07-06,https://www.tau.ac.il/position/jb-1363/2026,הפקולטה להנדסה,onsite,administrative,פנימי,,
"רכז/ת בכיר/ה לרכש חו""ל- מדור רכש יבוא (JB-1244)",אוניברסיטת תל אביב,תל אביב,2026-06-26,2026-07-05,https://www.tau.ac.il/JB-1244/position/2025,אגף הכספים כלכלה ותקציבים,onsite,administrative,חיצוני,,
אחראי/ת טכני/ת מעבדות הוראה לביו-אלקטרוניקה (JB-1254),אוניברסיטת תל אביב,תל אביב,2026-06-26,2026-07-05,https://www.tau.ac.il/position/JB-1254/2025,הפקולטה להנדסה,onsite,administrative,חיצוני,,
"מ""מ אחראי/ת מנהלי/ת- החוג להיסטוריה כללית, ביה""ס להיסטוריה",אוניברסיטת תל אביב,תל אביב,2026-06-29,2026-07-05,https://www.tau.ac.il/JB-1357/position/2026,הפקולטה למדעי הרוח,onsite,administrative,חיצוני,,
אחראי/ת מנהלי/ת החוג לערבית (JB-1354),אוניברסיטת תל אביב,תל אביב,2026-06-19,2026-07-05,https://www.tau.ac.il/JB-1354/position/2026,הפקולטה למדעי הרוח,onsite,administrative,חיצוני,,
"מ""מ רכז/ת כוח אדם- מדור כוח אדם ובקרה",אוניברסיטת תל אביב,תל אביב,2026-06-15,2026-07-05,https://www.tau.ac.il/JB-1347/position/2026,אגף משאבי אנוש,onsite,administrative,חיצוני,,
רכז/ת נסיעות וזכויות אקדמיות (JB-1342),אוניברסיטת תל אביב,תל אביב,2026-06-15,2026-07-05,https://www.tau.ac.il/JB-1342/position/2026,אגף משאבי אנוש,onsite,administrative,חיצוני,,
"מתאם/ת מחשוב ורכז/ת מולטימדיה ואתרים- ביה""ס לעבודה סוציאלית/הפקולטה למדעי החברה (JB-1260)",אוניברסיטת תל אביב,תל אביב,2026-06-26,2026-07-05,https://www.tau.ac.il/JB-1260/2025/position,בית הספר לעבודה סוציאלית,onsite,administrative,חיצוני,,
רכז/ת תלמידים (JB-1325),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-07-05,https://www.tau.ac.il/JB-1325/position/2026,הפקולטה למדעים מדויקים,onsite,administrative,חיצוני,,
חשב/ת שכר- יחידת השכר (JB-1295),אוניברסיטת תל אביב,תל אביב,2026-06-22,2026-07-05,https://www.tau.ac.il/JB-1295/position/2026,אגף משאבי אנוש,onsite,administrative,חיצוני,,
עובד/ת תחזוקה (JB-1306),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-07-05,https://www.tau.ac.il/JB-1306/position/2026,"הספרייה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",onsite,administrative,חיצוני,,
מנהל/ת יחידת תקציבי מחקר- רשות המחקר (JB-1361),אוניברסיטת תל אביב,תל אביב,2026-06-24,2026-07-02,https://www.tau.ac.il/JB-1361/2026/position,רשות המחקר,onsite,administrative,פנימי,,
