title,company,location,date,url,department,workplace_type,description,source
נציג/ת בק אופיס למרכז השירות עבור צוות המתמחה בניהול תהליכי שרשרת אספקה,Osem-Nestlé,Kiryat Gat,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/401157,מכירות,fulltime,"קבוצת אסם מגייסת נציג/ת בק אופיס למרכז השירות עבור צוות המתמחה בניהול תהליכי שרשרת אספקה במסגרת התפקיד ניהול הזמנות ללקוחות אסטרטגיים בדיקת מלאים, טיפול באספקות ממחסנים חיצוניים הפקת דוחות לאיתור לקויות בהזמנות וטיפול בהתאם טיפול שוטף בהזמנות תוך התנהלות צמודה עם גורמי לוגיסטיקה . דרישות תפקיד 12 שנות לימוד ניסיון קודם בתפקיד דומה - יתרון שליטה מלאה ביישומי מחשב אנגלית ברמה טובה נכונות למשרה מלאה המשרה בקרית גת",osem
נציג/ת שירות לקוחות למוקד הצרכנים,Osem-Nestlé,Kiryat Gat,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/401153,מכירות,fulltime,"אסם מגייסת נציג/ת שירות לקוחות למוקד הצרכנים לתפקיד שכולל: מענה טלפוני לצרכן הסופי הרוכש את מוצרי הקבוצה טיפול שוטף בפניות של הצרכן בערוצי תקשורת שונים לרבות מדיה דיגיטלית התנהלות רציפה מול הצרכן הסופי (שיחות, מיילים וכדומה) מעקב אחר הפניה ואחריות על סגירת הטיפול משימות שוטפות לפי דרישה דרישות התפקיד ניסיון קודם של כשנה בעולמות השירות- חובה עברית רהוטה שליטה ביישומי OFFICE קליטה כעובד.ת חברה מהיום הראשון! בונוס רבעוני! מענק התמדה! המשרה בקרית גת, נדרשת הגעה עצמאית",osem
נציג/ת תפעול מוצרים למרכז השירות בקרית גת אסם נסטלה,Osem-Nestlé,Kiryat Gat,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/401083,מכירות,fulltime,"מרכז שירות לקוחות של קבוצת אסם מגייס למחלקת תשתיות נציג/ת תפעול מוצרים לתפקיד שכולל: הקמת מוצרים במערכת הSAP , מחירים , קטלוג מוצרים ביצוע בקרה להקמות מוצרים . קשר רציף ותיאום אל מול מנהלים בקבוצת אסם ניתוח נתונים תוך מתן שירות וסיוע למנהלים דרישות התפקיד ניסיון בתפקיד תפעולי/אדמיניסטרטיבי קודם- חובה אקסל ברמה טובה מאוד שליטה ביישומי מחשב היכרות עם מערכות SAP- יתרון נדרשת נכונות ויכולת לעבודה בצוות אנגלית ברמה טובה העבודה במוקד שרות לקוחות קרית גת - הגעה עצמאית",osem
מחסנאי/ת טכני בונז'ור,Osem-Nestlé,Kiryat Gat,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/400438,שרשרת אספקה ורכש,fulltime,"מפעל בונז'ור מגייס מחסנאי/ת  למחסן הטכני לתפקיד שכולל
ניהול וביצוע של חלקי חילוף באחזקה
קבלה למלאי ניפוק חלקי חילוף
עבודה מול מערכת SAP
ביצוע ספירות מלאי תקופתיות (אחת לחודש)
עבודה מול ספקים לשמירת רציפות מלאי למחסן
ביצוע ביקורות תקופתיות לציוד כיבוי אש
נסיעות לספקים לפי הצורך, להבאת חלקי חילוף דחופים
דרישות התפקיד:",osem
מחסנאי/ת למערך ההפצה בבאר שבע,Osem-Nestlé,Beer Sheva,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/400607,שרשרת אספקה ורכש,fulltime,"תיאור התפקיד
ביצוע עבודות מלגזה במחסן
פריקה והעמסת סחורה
סידור ומיון משטחים ריקים
סדר וניקיון
קבלת וטיפול בנהגים
עדכון ומילוי דוחות הזנת נתונים ועדכון במערכת
דרישות התפקיד
רישיון נהיגה- חובה
רישיון על מלגזה- חובה
ניסיון בתפקיד דומה- יתרון
ידע בתוכנת OFFICE - חובה
העבודה באזור תעשיה עמק שרה באר שבע- הגעה עצמאית משרה מלאה, שעות עבודה 05:30-14:30 (נכונות לעבודה במשמרת ערב במידת הצורך)",osem
QA Manager Sderot- Osem Sderot,Osem-Nestlé,Sderot,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/399857,טכנולוגיה ואיכות,fulltime,Job Description,osem
חשמלאי/ת עבור מחלקת תשתיות במפעל אסם נסטלה בשדרות,Osem-Nestlé,Sderot,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/398772,הנדסה,fulltime,"תיאור התפקיד
טיפול בחריגות ותקלות וביצוע פעולות מתקנות ומעקב אחריהן על מנת לוודא טיפול מוצלח וארוך טווח
אחריות על מערכות חשמל ותיקון תקלות במחלקת תשתיות.
אחריות על תפעול תקין של מערכות המיזוג וקירור.
אחריות על ביצוע תוכניות עבודה ועדכונם באופן שוטף .
אחריות על קריאת מוני חשמל מפעליות .
דיווח במערכות אחזקה מפעליות 03 PM
תפעול שוטף וטיפול בתקלות בכל המערכות שצורכות חשמל במפעל (מתקן שפכים, מדחסים, מיזוג וכדומה).
דרישות התפקיד
הנדסאי/ת חשמל בעל ניסיון בתעשייה
ידע במערכות מיזוג וקירור תעשייתיים- יתרון
טכנאי/ת מיזוג וקירור - יתרון
ידע ויכולת עבודה במחשבים ותוכנות אקסל , וורד , ו – SAM .
אנגלית ברמה בסיסית
נדרשת הגעה עצמאית / קיים מערך הסעות שעות המשרה- 06:15 – 15:15 ימים א-ה יום ו' לסירוגין, נכונות לשעות נוספות , זמינות לקריאות חובה
תורנות שבועית לשעות אחה""צ במחלקה עד לשעה 18:45 .",osem
מנהל/ת trade assets נסטלה פרופשיונאל אסם נסטלה,Osem-Nestlé,Hevel Modiin,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/397643,אדמיניסטרציה,fulltime,"תיאור התפקיד
ניהול מקיף על ציוד (רכש, אחזקה, ניהול שוטף)
ניהול מצאי ה- Trade Asset (מכונות למיניהן), ביצוע מעקב ובקרה כלכלית
עבודה שוטפת מול ספקים ואחריות על יבוא הציוד לארץ
ביצוע בקרת תקציב - הוצאות דוחות שוטפים ובחינת מדדים חודשיים
דיווחים ותקשורת שוטפת מול נסטלה העולמית ומטה הארצי
קשר עם ספקי שירות ושליטה באפקטיבית ציודים
ניהול עובדים
פיקוח וביצוע עבודה על פי נהלי Nestle
דרישות התפקיד
השכלה אקדמית - חובה (הנדסה/ כלכלה/ לוגיסטיקה - יתרון)
ניסיון של שנתיים בתחומי לוגיסטיקה ורכש - חובה
ניסיון קודם עבודה על מערכות ממוחשבות - חובה
אוריינטציה חזקה למספרים
תפסיה שירותית גבוהה, סדר וארגון
עבודה מרובת ממשקים (שטח, ספקי שירות, רכש, מכס ועוד...) - כולל ממשקים בינלאומיים
היכרות עם מערכות SAP - יתרון משמעותי
אנגלית ברמה גבוהה - חובה
העבודה באזור תעשיה חבל מודיעין שוהם",osem
מכונאי/ת אחזקה מפעל אסם יקנעם,Osem-Nestlé,Yokneam,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/394320,טכני וייצור,fulltime,מפעל אסם יקנעם מחפש מכונאי/ת אחזקה לתפקיד שכולל: ביצוע אחזקה מונעת וחזויה למכונות אריזה והייצור ע''פ תכנון מנהל המחלקה. מתן פתרונות יעילים ומהירים לתקלות שבר ברצפת הייצור. ייזום רעיונות כל אחד בתחום המכונות עליו הוא אחראי. לימוד מתמיד של המכונה וביצועיה. תיעוד ורישום בתוכנת ERP (SAP). ביצוע והשתתפות בפרויקטים. ביצוע והשתתפות בלמידות ותחקירי תקלה. עבודה בהתאם לדרישות בטיחות ואיכות במפעל. דרישות התפקיד: טכנאי/ת הנדסאי/ת מכונות- יתרון ניסיון כעובד אחזקה במכונות אריזה וייצור- חובה עבודת צוות יישומי מחשב ברמה טובה נכונות לעבודה במשמרות אנגלית טכנית ידע במצוינות תפעולית - יתרון.,osem
"מזכיר/ה ללשכת מנכ""ל קבוצת אסם נסטלה",Osem-Nestlé,Hevel Modiin,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/394386,אדמיניסטרציה,fulltime,"קבוצת אסם נסטלה מגייסת מזכיר/ת לשכת מנכ""ל תפקיד משמעותי בלב העשייה הארגונית, המשלב אחריות, יוזמה וניהול משימות מקצה לקצה . זוהי הזדמנות להצטרף לצוות הלשכה ולהיות בתפקיד תפעולי, מרכזי לצד תמיכה שוטפת במנהלת הלשכה.
תחומי אחריות
דרישות התפקיד",osem
מנהל/ת תחום תזונה קבוצת אסם-נסטלה,Osem-Nestlé,Hevel Modiin,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/393319,טכנולוגיה ואיכות,fulltime,"קבוצת אסם נסטלה מגייסת מנהל/ת תחום תזונה לתפקיד שמטרתו בנייה ויישום אסטרטגיה בתחום התזונה, הבריאות ואיכות החיים בקבוצת אסם-נסטלה תוך הגדרת סדרי עדיפויות לפיתוח מוצרים וביסוס פורטפוליו תומך בהצעות מזון טעימות, בריאות ובנות-קיימא, במטרה לעורר השראה בקרב קהילות ובעלי עניין לאמץ אורח חיים מאוזן ומיטיב. במסגרת התפקיד: שותפות בבניית והטמעת אסטרטגית התזונה והבריאות במטרה להניע צמיחה עסקית ולחזק את המוניטין של המותגים. הובלת פורום תזונה לקידום יוזמות בתחום התזונה, הבריאות ואיכות החיים, תוך דגש על  פיתוח, שיווק וצריכה של מוצרים טעימים, בריאים וטובים יותר לסביבה. זיהוי הזדמנויות צמיחה בשוק והבאת ידע מהעולם להטמעה בארגון בצורה אפקטיבית הובלת מהלכי תקשורת שיביאו לידי ביטוי את המומחיות הארגונית בתחום התזונה. ניהול ההסברה התקשורתית סביב עולמות התזונה עבור מותגי הליבה של הקבוצה. גיבוש ויישום תכנית עבודה להטמעת ערכים מכווני תזונה בקרב עובדי החברה. להיות אוטוריטה בתחום התזונה, לקדם שיתופי פעולה עם מובילי דעה בתחום. שכלול תחום הדוברות מטעם הארגון, תוך שמירה על אמינות ומקצועיות. חיזוק היכולות והידע של קהילת השיווק בעולמות התזונה והבריאות בהתאמה לערכי נסטלה הבטחת מוכנות לעמידה ברגולציות המזון בישראל ובגלובל. להיות איש קשר מול חברת האם נסטלה להבטחת הטמעה של תוכניות ויוזמות גלובליות. דרישות התפקיד תואר ראשון במדעי התזונה/דיאטטיקה או תחום מדעי־חיים עם התמחות תזונתית. תואר שני- יתרון ניסיון של לפחות 10 שנים בתחום התזונה, מתוכם 5 שנים כמנהל/ת תזונה בארגון גלובלי גדול / בארגון בריאות ציבורי ידע ויכולת מוכחת בפיתוח מותגים ועסקים המעודדים התנהגות בריאה ניסיון בעבודת הסברה/אדווקציה או שיתוף פעולה עם מובילי דעה (KOLs) בתחומי תזונה, בריאות או Wellness. יכולת מוכחת להתנהלות בסביבה עסקית מורכבת וניהול ממשקים מרובים. הבנה שיווקית, היכרות עם אסטרטגיות בניית מותגים- יתרון משמעותי אנגלית ברמה מעולה מטה החברה ממוקם באזור תעשיה חבל מודיעין, שוהם.",osem
אחראי/ת אפליקציה מסחרית ושיווקית אסם סחר,Osem-Nestlé,Hevel Modiin,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/393855,,,,osem
מכונאי/ת שדרות,Osem-Nestlé,Sderot,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/368271,,,,osem
חשמלאי/ת מוסמכ/ת מפעל אסם נסטלה בשדרות,Osem-Nestlé,Sderot,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/392492,,,,osem
מתכנן/ת ייצור בונז'ור,Osem-Nestlé,Kiryat Gat,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/389851,,,,osem
מפעיל/ה קו טבעול צבר,Osem-Nestlé,Kiryat Gat,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/388700,,,,osem
מלגזן/ית מחסנאי/ת צבר,Osem-Nestlé,Kiryat Gat,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/388703,,,,osem
מנהל/ת  משמרת צבר טבעול קרית גת,Osem-Nestlé,Kiryat Gat,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/385812,,,,osem
טכנולוג/ית איכות למחלקת חטיפים אתר אסם נסטלה בשדרות,Osem-Nestlé,Sderot,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/384070,,,,osem
ראש צוות מרכז המכירות של אסם סחר בקרית גת,Osem-Nestlé,Kiryat Gat,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/382985,,,,osem
נציג/ה למרכז המכירות של אסם סחר,Osem-Nestlé,Kiryat Gat,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/382719,,,,osem
מלגזן/ית לוגיסטיקה,Osem-Nestlé,Hevel Modiin,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/382856,,,,osem
מנהל/ת צובר לוגיסטיקה,Osem-Nestlé,Hevel Modiin,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/382648,,,,osem
חשמלאי/ת ראשי/ת שדרות,Osem-Nestlé,Sderot,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/374986,,,,osem
מפעיל/ה קו מטרנה,Osem-Nestlé,Maabarot,2026-06-22,https://www.osem-nestle.co.il/career/open-positions/359705,,,,osem
