title,company,location,date,deadline,url,department,workplace_type,position_type
רכז/ת אדמיניסטרטיבית - המחלקה לניהול (מס' 2026 - 176),אוניברסיטת בן-גוריון בנגב,באר שבע,2026-06-10,2026-06-11,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,
"מרכז/ת לענייני מלגות ופרסים-בי""ס קרייטמן ללימודי מחקר מתקדמים-מזכירות אקדמית (מס' 2026 - 181)",אוניברסיטת בן-גוריון בנגב,באר שבע,2026-06-11,2026-06-17,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,
