title,company,location,date,deadline,url,department,workplace_type,position_type
עובד/ת בית מלאכה-בית מלאכה פקולטי-הפקולטה למדעי ההנדסה (מס' 2026 - 177),אוניברסיטת בן-גוריון בנגב,באר שבע,2026-06-22,2026-06-28,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,
"מנהל/ת פרויקטים-מחלקת בינוי חדש-אגף תכנון, בינוי ואחזקה (מס' 2026 - 151)",אוניברסיטת בן-גוריון בנגב,באר שבע,2026-06-21,2026-06-23,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,
אחראי/ת מבנים -מזכירות המכונים- המכונים לחקר המדבר (מס' 2026 - 185),אוניברסיטת בן-גוריון בנגב,באר שבע,2026-06-22,2026-06-28,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,
אחראי/ת רשתות ומשאבים (AD) וסביבות ענן-מדור תשתיות מחשוב מנהליות-המחלקה לתשתיות IT ושירות-אגף המחשוב והסייבר (מס' 2026 - 171),אוניברסיטת בן-גוריון בנגב,באר שבע,2026-06-21,2026-06-22,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,
