title,company,location,date,url,department,workplace_type,position_type
מתכנת.ת מחשבים בענף יישומים באגף טכנולוגיות מידע,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/64020,,,
מפעיל/ת מערכות מיזוג אוויר בחדר בקרה - 24/7,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/63947,,,
מוביל.ה בצוות הובלות באגף תפעול,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/64283,,,
סטודנט.ית- רכז.ת מאגרי מידע בתחום דוברות ויחסי ציבור למכון ויצמן למדע,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/63903,,,
רכז.ת נסיעות באגף הכספים,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/64243,,,
מנהל.ת פרוייקטים טכנו-פדגוגיים,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/64022,,,
קניינ.ית רכש,מכון ויצמן למדע,רחובות,2026-06-07,https://www.weizmann.ac.il/career/jobs/64235,,,
עוזר.ת מחקר במחלקה למדעים ביומולקולריים,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/63962,,,
עובד.ת מעבדה במחלקה למדעי המוח,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/63861,,,
חוקר.ת חישובי למחלקה לגנטיקה מולקולרית,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/63481,,,
מדענ.ית סגל,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/1003,,,
עוזר.ת מחקר במחלקה לתשתיות מחקר מדעי החיים,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/64069,,,
ביוכימאי.ת,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/1002,,,
מנהל.ת פרוייקטים בתחום אינסטלציה וגזים באגף בינוי והנדסה,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/64115,,,
עוזר.ת מחקר במחלקה לביולוגיה מולקולרית של התא,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/64289,,,
רכז.ת אדמיניסטרטיבי.ת במחלקה לתקשורת ודוברות,מכון ויצמן למדע,רחובות,2026-06-06,https://www.weizmann.ac.il/career/jobs/64142,,,
