title,company,location,date,url,department,workplace_type,level,source,position_type
לחטיבת ניהול ההון האנושי לתנאי שירות ופרט בירושלים דרוש/ה סטודנט/ית,MinistryOfJustice-300x239,ירושלים,2026-06-24,https://hujicareer.co.il/jobs/%d7%9c%d7%97%d7%98%d7%99%d7%91%d7%aa-%d7%a0%d7%99%d7%94%d7%95%d7%9c-%d7%94%d7%94%d7%95%d7%9f-%d7%94%d7%90%d7%a0%d7%95%d7%a9%d7%99-%d7%9c%d7%aa%d7%a0%d7%90%d7%99-%d7%a9%d7%99%d7%a8%d7%95%d7%aa-%d7%95/,,onsite,junior,huji,
משרד הכלכלה והתעשייה מגייס סטודנט/ית למינהל תעשיות,download (8),ירושלים,2026-06-24,https://hujicareer.co.il/jobs/%d7%9e%d7%a9%d7%a8%d7%93-%d7%94%d7%9b%d7%9c%d7%9b%d7%9c%d7%94-%d7%95%d7%94%d7%aa%d7%a2%d7%a9%d7%99%d7%99%d7%94-%d7%9e%d7%92%d7%99%d7%99%d7%a1-%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%9c/,,onsite,junior,huji,
סטודנט/ית (משאבי אנוש) בלשכת הבריאות המחוזית ירושלים,HUJI Career,ירושלים,2026-06-24,https://hujicareer.co.il/jobs/%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%9e%d7%a9%d7%90%d7%91%d7%99-%d7%90%d7%a0%d7%95%d7%a9-%d7%91%d7%9c%d7%a9%d7%9b%d7%aa-%d7%94%d7%91%d7%a8%d7%99%d7%90%d7%95%d7%aa-%d7%94%d7%9e%d7%97/,,onsite,junior,huji,
להנהלת בתי המשפט דרוש/ה מנהל/ת תחום בכיר/ה - פיתוח ארגוני מערכתי,1716205201_011a140583e640002112,ירושלים,2026-06-24,https://hujicareer.co.il/jobs/%d7%9c%d7%94%d7%a0%d7%94%d7%9c%d7%aa-%d7%91%d7%aa%d7%99-%d7%94%d7%9e%d7%a9%d7%a4%d7%98-%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%9e%d7%a0%d7%94%d7%9c-%d7%aa-%d7%aa%d7%97%d7%95%d7%9d-%d7%91%d7%9b%d7%99%d7%a8/,,onsite,junior,huji,
רכז/ת אדמיניסטרטיבי/ת- בית הספר לרוקחות,HUJI Career,ירושלים,2026-06-23,https://hujicareer.co.il/jobs/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%90%d7%93%d7%9e%d7%99%d7%a0%d7%99%d7%a1%d7%98%d7%a8%d7%98%d7%99%d7%91%d7%99-%d7%aa-%d7%91%d7%99%d7%aa-%d7%94%d7%a1%d7%a4%d7%a8-%d7%9c%d7%a8%d7%95%d7%a7%d7%97%d7%95%d7%aa-2/,,onsite,junior,huji,
ליחידה לשוויון הזדמנויות דרוש/ה ממונה שוויון הזדמנויות קמפוסי,HUJI Career,ירושלים,2026-06-23,https://hujicareer.co.il/jobs/%d7%9c%d7%99%d7%97%d7%99%d7%93%d7%94-%d7%9c%d7%a9%d7%95%d7%95%d7%99%d7%95%d7%9f-%d7%94%d7%96%d7%93%d7%9e%d7%a0%d7%95%d7%99%d7%95%d7%aa-%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%9e%d7%9e%d7%95%d7%a0%d7%94/,,onsite,junior,huji,
המרכז הרפואי שיבא מגייס רוקח/ת למערך שירות בית המרקחת,images,תל אביב,2026-06-23,https://hujicareer.co.il/jobs/%d7%94%d7%9e%d7%a8%d7%9b%d7%96-%d7%94%d7%a8%d7%a4%d7%95%d7%90%d7%99-%d7%a9%d7%99%d7%91%d7%90-%d7%9e%d7%92%d7%99%d7%99%d7%a1-%d7%a8%d7%95%d7%a7%d7%97-%d7%aa-%d7%9c%d7%9e%d7%a2%d7%a8%d7%9a-%d7%a9-2/,,onsite,junior,huji,
מחפשים לשלב קריירה אגרונומית עם עשייה בעלת השפעה?,צמח,,2026-06-23,https://hujicareer.co.il/jobs/%d7%9e%d7%97%d7%a4%d7%a9%d7%99%d7%9d-%d7%9c%d7%a9%d7%9c%d7%91-%d7%a7%d7%a8%d7%99%d7%99%d7%a8%d7%94-%d7%90%d7%92%d7%a8%d7%95%d7%a0%d7%95%d7%9e%d7%99%d7%aa-%d7%a2%d7%9d-%d7%a2%d7%a9%d7%99%d7%99%d7%94/,,onsite,junior,huji,
Software Student – Full Stack & Agentic AI Infrastructure,APPLIED_Impact_Logo_blue_header,,2026-06-22,https://hujicareer.co.il/jobs/software-student-full-stack-agentic-ai-infrastructure-python-react/,,onsite,junior,huji,
חברת B&K מגייסת בקר/ית תקציבים להשתלבות בפרויקט המטרו,Screenshot 2026-01-21 114611,תל אביב,2026-06-22,https://hujicareer.co.il/jobs/%d7%97%d7%91%d7%a8%d7%aa-bk-%d7%9e%d7%92%d7%99%d7%99%d7%a1%d7%aa-%d7%91%d7%a7%d7%a8-%d7%99%d7%aa-%d7%aa%d7%a7%d7%a6%d7%99%d7%91%d7%99%d7%9d-%d7%9c%d7%94%d7%a9%d7%aa%d7%9c%d7%91%d7%95%d7%aa-%d7%91/,,onsite,junior,huji,
B&K Consulting מגייסים יועץ/ת כלכלי-אסטרטגי לפרוייקט המטרו,Screenshot 2026-01-21 114611,תל אביב,2026-06-22,https://hujicareer.co.il/jobs/bk-consulting-%d7%9e%d7%92%d7%99%d7%99%d7%a1%d7%99%d7%9d-%d7%99%d7%95%d7%a2%d7%a5-%d7%aa-%d7%9b%d7%9c%d7%9b%d7%9c%d7%99-%d7%90%d7%a1%d7%98%d7%a8%d7%98%d7%92%d7%99-%d7%9c%d7%a4%d7%a8%d7%95%d7%99%d7%99/,,onsite,junior,huji,
אגף בכיר ביקורת פנימית בנציבות שירות המדינה מגייס סטודנט/ית,Israeli_Civil_Service_Commission.svg,ירושלים,2026-06-22,https://hujicareer.co.il/jobs/%d7%90%d7%92%d7%a3-%d7%91%d7%9b%d7%99%d7%a8-%d7%91%d7%99%d7%a7%d7%95%d7%a8%d7%aa-%d7%a4%d7%a0%d7%99%d7%9e%d7%99%d7%aa-%d7%91%d7%a0%d7%a6%d7%99%d7%91%d7%95%d7%aa-%d7%a9%d7%99%d7%a8%d7%95%d7%aa-%d7%94/,,onsite,junior,huji,
"רע""ן-מרכז/ת בכיר/ה (תכנון סביבתי-איו""ש)",לוגו-המשרד-להגנת-הסביבה,,2026-06-22,https://hujicareer.co.il/jobs/%d7%a8%d7%a2%d7%9f-%d7%9e%d7%a8%d7%9b%d7%96-%d7%aa-%d7%91%d7%9b%d7%99%d7%a8-%d7%94-%d7%aa%d7%9b%d7%a0%d7%95%d7%9f-%d7%a1%d7%91%d7%99%d7%91%d7%aa%d7%99-%d7%90%d7%99%d7%95%d7%a9/,,onsite,junior,huji,
"מנהל/ת תחום (תכנון סביבתי-איו""ש)",לוגו-המשרד-להגנת-הסביבה,,2026-06-22,https://hujicareer.co.il/jobs/%d7%9e%d7%a0%d7%94%d7%9c-%d7%aa-%d7%aa%d7%97%d7%95%d7%9d-%d7%aa%d7%9b%d7%a0%d7%95%d7%9f-%d7%a1%d7%91%d7%99%d7%91%d7%aa%d7%99-%d7%90%d7%99%d7%95%d7%a9/,,onsite,junior,huji,
למינהל המחקר החקלאי דרוש/ה מנהל/ת תחום רווחה ארגונית - ראש היחידה,volcani_logo,ראשון לציון,2026-06-22,https://hujicareer.co.il/jobs/%d7%9c%d7%9e%d7%99%d7%a0%d7%94%d7%9c-%d7%94%d7%9e%d7%97%d7%a7%d7%a8-%d7%94%d7%97%d7%a7%d7%9c%d7%90%d7%99-%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%9e%d7%a0%d7%94%d7%9c-%d7%aa-%d7%aa%d7%97%d7%95%d7%9d-%d7%a8/,,onsite,junior,huji,
להנהלת בתי משפט דרוש/ה ראש/ת תחום מוסמך/ת טכנולוגיות סייבר,1716205201_011a140583e640002112,,2026-06-22,https://hujicareer.co.il/jobs/%d7%9c%d7%94%d7%a0%d7%94%d7%9c%d7%aa-%d7%91%d7%aa%d7%99-%d7%9e%d7%a9%d7%a4%d7%98-%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a8%d7%90%d7%a9-%d7%aa-%d7%aa%d7%97%d7%95%d7%9d-%d7%9e%d7%95%d7%a1%d7%9e%d7%9a/,,onsite,junior,huji,
סטודנט/ית בסטודיו הגרפיקה של כאן חדשות,LOGO 10,ירושלים,2026-06-22,https://hujicareer.co.il/jobs/%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%91%d7%a1%d7%98%d7%95%d7%93%d7%99%d7%95-%d7%94%d7%92%d7%a8%d7%a4%d7%99%d7%a7%d7%94-%d7%a9%d7%9c-%d7%9b%d7%90%d7%9f-%d7%97%d7%93%d7%a9%d7%95%d7%aa/,,onsite,junior,huji,
האקדמיה ללשון העברית מחפשת סטודנט או סטודנטית למשרה חלקית במדור מערכות המידע,download (3),ירושלים,2026-06-21,https://hujicareer.co.il/jobs/%d7%94%d7%90%d7%a7%d7%93%d7%9e%d7%99%d7%94-%d7%9c%d7%9c%d7%a9%d7%95%d7%9f-%d7%94%d7%a2%d7%91%d7%a8%d7%99%d7%aa-%d7%9e%d7%97%d7%a4%d7%a9%d7%aa-%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%90%d7%95-%d7%a1-2/,,onsite,junior,huji,part_time
חברת המחקר המובילה בישראל מגייסת ראש/ת צוות,meidata_logo,תל אביב,2026-06-21,https://hujicareer.co.il/jobs/8138/,,onsite,junior,huji,
המדען/ית הראשי/ת,לוגו-המשרד-להגנת-הסביבה,ירושלים,2026-06-21,https://hujicareer.co.il/jobs/%d7%94%d7%9e%d7%93%d7%a2%d7%9f-%d7%99%d7%aa-%d7%94%d7%a8%d7%90%d7%a9%d7%99-%d7%aa/,,onsite,junior,huji,
לחברת אשראי חוץ בנקאית בצמיחה דרוש/ה רפרנט/ית ערבויות,avatars-TxxHpEwPqWyEfq9l-XV9eTg-t500x500,תל אביב,2026-06-21,https://hujicareer.co.il/jobs/%d7%9c%d7%97%d7%91%d7%a8%d7%aa-%d7%90%d7%a9%d7%a8%d7%90%d7%99-%d7%97%d7%95%d7%a5-%d7%91%d7%a0%d7%a7%d7%90%d7%99%d7%aa-%d7%91%d7%a6%d7%9e%d7%99%d7%97%d7%94-%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a8%d7%a4/,,onsite,junior,huji,
מנהל/ת הדרכה בנוער לתת,לתת-2,תל אביב,2026-06-18,https://hujicareer.co.il/jobs/%d7%9e%d7%a0%d7%94%d7%9c-%d7%aa-%d7%94%d7%93%d7%a8%d7%9b%d7%94-%d7%91%d7%a0%d7%95%d7%a2%d7%a8-%d7%9c%d7%aa%d7%aa/,,onsite,junior,huji,
רכז/ת סיוע לחיים | ארגון לתת,לתת-2,תל אביב,2026-06-18,https://hujicareer.co.il/jobs/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%a1%d7%99%d7%95%d7%a2-%d7%9c%d7%97%d7%99%d7%99%d7%9d-%d7%90%d7%a8%d7%92%d7%95%d7%9f-%d7%9c%d7%aa%d7%aa/,,onsite,junior,huji,
"דרוש/ה עובד.ת סוציאלי.ת לתפקיד שטח בתוכנית ""סיוע לחיים"" | ארגון לתת",לתת-2,תל אביב,2026-06-18,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a2%d7%95%d7%91%d7%93-%d7%aa-%d7%a1%d7%95%d7%a6%d7%99%d7%90%d7%9c%d7%99-%d7%aa-%d7%9c%d7%aa%d7%a4%d7%a7%d7%99%d7%93-%d7%a9%d7%98%d7%97-%d7%91%d7%aa%d7%95%d7%9b%d7%a0/,,onsite,junior,huji,
"מוביל/ת תחום תמיכות ממשלתיות, מוניציפאלי וגופים מוסדיים",לתת-2,תל אביב,2026-06-18,https://hujicareer.co.il/jobs/%d7%9e%d7%95%d7%91%d7%99%d7%9c-%d7%aa-%d7%aa%d7%97%d7%95%d7%9d-%d7%aa%d7%9e%d7%99%d7%9b%d7%95%d7%aa-%d7%9e%d7%9e%d7%a9%d7%9c%d7%aa%d7%99%d7%95%d7%aa-%d7%9e%d7%95%d7%a0%d7%99%d7%a6%d7%99%d7%a4%d7%90/,,onsite,junior,huji,
International Digital Marketing and Social Media Specialist,לתת-2,תל אביב,2026-06-18,https://hujicareer.co.il/jobs/international-digital-marketing-and-social-media-specialist/,,onsite,junior,huji,internship
אנליסט/ית מימון חברות,HUJI Career,רמת גן,2026-06-18,https://hujicareer.co.il/jobs/%d7%90%d7%a0%d7%9c%d7%99%d7%a1%d7%98-%d7%99%d7%aa-%d7%9e%d7%99%d7%9e%d7%95%d7%9f-%d7%97%d7%91%d7%a8%d7%95%d7%aa/,,onsite,junior,huji,
אנליסט/ית מימון פרויקטים,HUJI Career,רמת גן,2026-06-18,https://hujicareer.co.il/jobs/%d7%90%d7%a0%d7%9c%d7%99%d7%a1%d7%98-%d7%99%d7%aa-%d7%9e%d7%99%d7%9e%d7%95%d7%9f-%d7%a4%d7%a8%d7%95%d7%99%d7%a7%d7%98%d7%99%d7%9d/,,onsite,junior,huji,
ללשכת שר התקשורת דרוש/ה סטודנט/ית,MinistryOfCom,ירושלים,2026-06-18,https://hujicareer.co.il/jobs/%d7%9c%d7%9c%d7%a9%d7%9b%d7%aa-%d7%a9%d7%a8-%d7%94%d7%aa%d7%a7%d7%a9%d7%95%d7%a8%d7%aa-%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa/,,onsite,junior,huji,
"דרוש/ה ליד ושם מומחה/ית לתכנון ולאסטרטגיה באגף אסטרטגיה, תכנון וקשרי ממשל",250px-YadVashemLogo.svg,ירושלים,2026-06-18,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%9c%d7%99%d7%93-%d7%95%d7%a9%d7%9d-%d7%9e%d7%95%d7%9e%d7%97%d7%94-%d7%99%d7%aa-%d7%9c%d7%aa%d7%9b%d7%a0%d7%95%d7%9f-%d7%95%d7%9c%d7%90%d7%a1%d7%98%d7%a8%d7%98%d7%92/,,onsite,junior,huji,
עורך/ת וידאו לחטיבת הדיגיטל במשרה חלקית – פטור ממכרז,LOGO 10,,2026-06-18,https://hujicareer.co.il/jobs/%d7%a2%d7%95%d7%a8%d7%9a-%d7%aa-%d7%95%d7%99%d7%93%d7%90%d7%95-%d7%9c%d7%97%d7%98%d7%99%d7%91%d7%aa-%d7%94%d7%93%d7%99%d7%92%d7%99%d7%98%d7%9c-%d7%91%d7%9e%d7%a9%d7%a8%d7%94-%d7%97%d7%9c%d7%a7%d7%99/,,onsite,junior,huji,part_time
מעצב/ת גרפי/ת בכאן חדשות,LOGO 10,ירושלים,2026-06-18,https://hujicareer.co.il/jobs/%d7%9e%d7%a2%d7%a6%d7%91-%d7%aa-%d7%92%d7%a8%d7%a4%d7%99-%d7%aa-%d7%91%d7%9b%d7%90%d7%9f-%d7%97%d7%93%d7%a9%d7%95%d7%aa/,,onsite,junior,huji,
סטודנט/ית למשרת מפעיל/ת טלפרומפטר וכותרות (CG),LOGO 10,ירושלים,2026-06-18,https://hujicareer.co.il/jobs/%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%9c%d7%9e%d7%a9%d7%a8%d7%aa-%d7%9e%d7%a4%d7%a2%d7%99%d7%9c-%d7%aa-%d7%98%d7%9c%d7%a4%d7%a8%d7%95%d7%9e%d7%a4%d7%98%d7%a8-%d7%95%d7%9b%d7%95%d7%aa-4/,,onsite,junior,huji,
דרוש.ה רכז.ת שיווק,3309_Large_logo,ירושלים,2026-06-18,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a8%d7%9b%d7%96-%d7%aa-%d7%a9%d7%99%d7%95%d7%95%d7%a7/,,onsite,junior,huji,
דרוש.ה רכז.ת אדמיניסטרטיבית,3309_Large_logo,ירושלים,2026-06-18,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a8%d7%9b%d7%96-%d7%aa-%d7%90%d7%93%d7%9e%d7%99%d7%a0%d7%99%d7%a1%d7%98%d7%a8%d7%98%d7%99%d7%91%d7%99%d7%aa/,,onsite,junior,huji,
"עוזר/ת מנכ""לית ומנהל/ת לשכה",לוגו- איגוד ערים איכות הסביבה,,2026-06-18,https://hujicareer.co.il/jobs/%d7%a2%d7%95%d7%96%d7%a8-%d7%aa-%d7%9e%d7%a0%d7%9b%d7%9c%d7%99%d7%aa-%d7%95%d7%9e%d7%a0%d7%94%d7%9c-%d7%aa-%d7%9c%d7%a9%d7%9b%d7%94/,,onsite,junior,huji,
עובד/ת מעבדה- יחידת המיקרוסקופיה,HUJI Career,ירושלים,2026-06-18,https://hujicareer.co.il/jobs/%d7%a2%d7%95%d7%91%d7%93-%d7%aa-%d7%9e%d7%a2%d7%91%d7%93%d7%94-%d7%99%d7%97%d7%99%d7%93%d7%aa-%d7%94%d7%9e%d7%99%d7%a7%d7%a8%d7%95%d7%a1%d7%a7%d7%95%d7%a4%d7%99%d7%94/,,onsite,junior,huji,
רכז.ת מתנדבים למרכז המבקרים,HUJI Career,ירושלים,2026-06-17,https://hujicareer.co.il/jobs/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%9e%d7%aa%d7%a0%d7%93%d7%91%d7%99%d7%9d-%d7%9c%d7%9e%d7%a8%d7%9b%d7%96-%d7%94%d7%9e%d7%91%d7%a7%d7%a8%d7%99%d7%9d/,,onsite,junior,huji,
דרוש.ה רכז.ת למידה ופיתוח מנהיגות בספריה הלאומית,c3,,2026-06-17,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a8%d7%9b%d7%96-%d7%aa-%d7%9c%d7%9e%d7%99%d7%93%d7%94-%d7%95%d7%a4%d7%99%d7%aa%d7%95%d7%97-%d7%9e%d7%a0%d7%94%d7%99%d7%92%d7%95%d7%aa-%d7%91%d7%a1%d7%a4%d7%a8%d7%99/,,onsite,junior,huji,
דרוש.ה ספרן.ית ייעוץ והדרכה לספריה הלאומית,HUJI Career,ירושלים,2026-06-17,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%a1%d7%a4%d7%a8%d7%9f-%d7%99%d7%aa-%d7%99%d7%99%d7%a2%d7%95%d7%a5-%d7%95%d7%94%d7%93%d7%a8%d7%9b%d7%94-%d7%9c%d7%a1%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%9c%d7%90%d7%95/,,onsite,junior,huji,
דרוש.ה למשרד שיווק וסטוריטלינג,c3,ירושלים,2026-06-17,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%9c%d7%9e%d7%a9%d7%a8%d7%93-%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%95%d7%a1%d7%98%d7%95%d7%a8%d7%99%d7%98%d7%9c%d7%99%d7%a0%d7%92/,,onsite,junior,huji,
עובד/ת מקצועי/ת - אחזקת מבנים - האגף לבינוי ותשתיות,HUJI Career,ירושלים,2026-06-17,https://hujicareer.co.il/jobs/%d7%a2%d7%95%d7%91%d7%93-%d7%aa-%d7%9e%d7%a7%d7%a6%d7%95%d7%a2%d7%99-%d7%aa-%d7%90%d7%97%d7%96%d7%a7%d7%aa-%d7%9e%d7%91%d7%a0%d7%99%d7%9d-%d7%94%d7%90%d7%92%d7%a3-%d7%9c%d7%91%d7%99%d7%a0%d7%95/,,onsite,junior,huji,
"סטודנט/ית ללשכה המשפטית - רלב""ד",download,ירושלים,2026-06-17,https://hujicareer.co.il/jobs/%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98-%d7%99%d7%aa-%d7%9c%d7%9c%d7%a9%d7%9b%d7%94-%d7%94%d7%9e%d7%a9%d7%a4%d7%98%d7%99%d7%aa-%d7%a8%d7%9c%d7%91%d7%93/,,onsite,junior,huji,
לרשות לאכיפה במקרקעין דרוש/ה מנהל/ת אגף א' (ביקורת פנימית),הרשות לאכיפה,ירושלים,2026-06-17,https://hujicareer.co.il/jobs/%d7%9c%d7%a8%d7%a9%d7%95%d7%aa-%d7%9c%d7%90%d7%9b%d7%99%d7%a4%d7%94-%d7%91%d7%9e%d7%a7%d7%a8%d7%a7%d7%a2%d7%99%d7%9f-%d7%93%d7%a8%d7%95%d7%a9-%d7%94-%d7%9e%d7%a0%d7%94%d7%9c-%d7%aa-%d7%90%d7%92%d7%a3/,,onsite,junior,huji,
לאגף הון אנושי רווחה ולמידה ארגונית ברשות להגנת הצרכן דרוש/ה סטודנט/ית,רשות-להגנת-הצרכן,ירושלים,2026-06-17,https://hujicareer.co.il/jobs/%d7%9c%d7%90%d7%92%d7%a3-%d7%94%d7%95%d7%9f-%d7%90%d7%a0%d7%95%d7%a9%d7%99-%d7%a8%d7%95%d7%95%d7%97%d7%94-%d7%95%d7%9c%d7%9e%d7%99%d7%93%d7%94-%d7%90%d7%a8%d7%92%d7%95%d7%a0%d7%99%d7%aa-%d7%91%d7%a8/,,onsite,junior,huji,
"דרושה מתאמת טיפול עוסי""ת",c3,ירושלים,2026-06-17,https://hujicareer.co.il/jobs/%d7%93%d7%a8%d7%95%d7%a9%d7%94-%d7%9e%d7%aa%d7%90%d7%9e%d7%aa-%d7%98%d7%99%d7%a4%d7%95%d7%9c-%d7%a2%d7%95%d7%a1%d7%99%d7%aa/,,onsite,junior,huji,
רכז/ת דיגיטל לתנועת ישראל חופשית,logo_heb4_trans,תל אביב,2026-06-17,https://hujicareer.co.il/jobs/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%93%d7%99%d7%92%d7%99%d7%98%d7%9c-%d7%9c%d7%aa%d7%a0%d7%95%d7%a2%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%97%d7%95%d7%a4%d7%a9%d7%99%d7%aa/,,onsite,junior,huji,
משרד הביטחון - אחראי/ת שירותים רפואיים במחוז רחובות,לוגו משרד הביטחון,רחובות,2026-06-17,https://hujicareer.co.il/jobs/%d7%9e%d7%a9%d7%a8%d7%93-%d7%94%d7%91%d7%99%d7%98%d7%97%d7%95%d7%9f-%d7%90%d7%97%d7%a8%d7%90%d7%99-%d7%aa-%d7%a9%d7%99%d7%a8%d7%95%d7%aa%d7%99%d7%9d-%d7%a8%d7%a4%d7%95%d7%90%d7%99%d7%99%d7%9d-%d7%91/,,onsite,junior,huji,
"לאגף אמון – מבצעים לוגיסטיקה ונכסים במשרד הביטחון דרוש/ה מנמ""ח מע' חשמל (מ""נ) ותשתיות",לוגו משרד הביטחון,תל אביב,2026-06-17,https://hujicareer.co.il/jobs/%d7%9c%d7%90%d7%92%d7%a3-%d7%90%d7%9e%d7%95%d7%9f-%d7%9e%d7%91%d7%a6%d7%a2%d7%99%d7%9d-%d7%9c%d7%95%d7%92%d7%99%d7%a1%d7%98%d7%99%d7%a7%d7%94-%d7%95%d7%a0%d7%9b%d7%a1%d7%99%d7%9d-%d7%91/,,onsite,junior,huji,
