title,company,location,date,deadline,url,department,workplace_type,position_type
"מרכז/ת לענייני מלגות ופרסים-בי""ס קרייטמן ללימודי מחקר מתקדמים-מזכירות אקדמית (מס' 2026 - 181)",אוניברסיטת בן-גוריון בנגב,באר שבע,2026-06-11,2026-06-17,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,
רכז/ת- המרכז ללימודי חוץ -מרכז האוניברסיטאי ללימודי חוץ (מס' 2026 - 183),אוניברסיטת בן-גוריון בנגב,באר שבע,2026-06-12,2026-06-18,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,
ממונה על ההוצאה לאור-ההוצאה לאור-מכון בן-גוריון לחקר ישראל והציונות (מס' 2026 - 182),אוניברסיטת בן-גוריון בנגב,באר שבע,2026-06-12,2026-06-18,https://bguhr.my.salesforce-sites.com/Gius?mode=external,,onsite,
