title,company,location,date,url,department,workplace_type
רכז/ת קשרי תעשיה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה לארכיטקטורה ובינוי ערים,onsite
מנהל/ת מעבדה בעל/ת הכשרה ביולוגית,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה להנדסת מכונות,onsite
רכז/ת הוראה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה למדע והנדסה של חומרים,onsite
תומך/ת מחשוב,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה למדע והנדסה של חומרים,onsite
מהנדס/ת ראשי פקולטי,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה להנדסת חשמל ומחשבים,onsite
מהנדסת או מהנדס ראשי פקולטי,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה להנדסת חשמל ומחשבים,onsite
מהנדס/ת אחראי/ת למעבדות יסוד (הוראה),הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה להנדסת חשמל ומחשבים,onsite
מנהל/ת מעבדת מחקר,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה להנדסת חשמל ומחשבים,onsite
הנדסאי/ת מעבדת הוראה לכימיה פיסיקלית,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה לכימיה,onsite
תומך/ת IT,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה לכימיה,onsite
מנהל/ת מעבדה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה להנדסת ביוטכנולוגיה ומזון,onsite
מהנדס/ת מעבדת מחקר,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה להנדסת ביוטכנולוגיה ומזון,onsite
מהנדס/ת מעבדה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה לפיזיקה,onsite
רכז/ת מנהלית לתארים מתקדמים,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה למדעי הנתונים וההחלטות,onsite
רכז/ת במדור מלגות,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,"ביה""ס לתארים מתקדמים",onsite
מהנדס/ת מעבדת מחקר והוראה לאנטומיה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה לרפואה,onsite
"מהנדס/ת מעבדה- משרה זמנית להחלפה לחל""ד",הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה לרפואה,onsite
רכז/ת רכש ולוגיסטיקה,הטכניון - מכון טכנולוגי לישראל,חיפה,2026-05-31,https://hr.technion.ac.il/positions/,הפקולטה לרפואה,onsite
