title,company,location,date,deadline,url,department,workplace_type,staff_type,internal_external,description,requirements
"רכז/ת התוכנית לפיתוח בר קיימה ביה""ס לחברה ומדיניות (JB-1293)",אוניברסיטת תל אביב,תל אביב,2026-06-16,2026-06-28,https://www.tau.ac.il/position/jb-1293/2026,בית הספר ללימודי חברה ומדיניות,onsite,administrative,חיצוני,,
חשב/ת שכר- יחידת השכר (JB-1295),אוניברסיטת תל אביב,תל אביב,2026-06-22,2026-06-28,https://www.tau.ac.il/JB-1295/position/2026,אגף משאבי אנוש,onsite,administrative,חיצוני,,
עובד/ת תחזוקה (JB-1306),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-28,https://www.tau.ac.il/JB-1306/position/2026,"הספרייה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",onsite,administrative,חיצוני,,
"רכז/ת תלמידים לתארים מתקדמים החוג לסוציולוגיה ואנתרופולוגיה ביה""ס ללימודי חברה ומדיניות (JB-1318)",אוניברסיטת תל אביב,תל אביב,2026-06-16,2026-06-28,https://www.tau.ac.il/position/jb-1318/2026,הפקולטה למדעי החברה,onsite,administrative,חיצוני,,
רכז/ת מינהל בכיר/ה (JB-1323),אוניברסיטת תל אביב,תל אביב,2026-06-22,2026-06-28,https://www.tau.ac.il/JB-1323/position/2026,"הספרייה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",onsite,administrative,חיצוני,,
מנהל/ת מדור עיצוב וגרפיקה (JB-1341),אוניברסיטת תל אביב,תל אביב,2026-06-16,2026-06-25,https://www.tau.ac.il/JB-1341/position/2026,האגף לתכנון אסטרטגי ולשיווק,onsite,administrative,חיצוני,,
רכז/ת בכיר/ה למינהל - השירות הפסיכולוגי (JB-1326),אוניברסיטת תל אביב,תל אביב,2026-06-16,2026-06-25,https://www.tau.ac.il/JB-1326/2026/position,דקאנט הסטודנטים,onsite,administrative,חיצוני,,
"מתאם/ת מחשוב ורכז/ת מולטימדיה ואתרים- ביה""ס לעבודה סוציאלית/הפקולטה למדעי החברה (JB-1260)",אוניברסיטת תל אביב,תל אביב,2026-06-16,2026-06-24,https://www.tau.ac.il/JB-1260/2025/position,בית הספר לעבודה סוציאלית,onsite,administrative,חיצוני,,
אחראי/ת טכני/ת מעבדות הוראה לביו-אלקטרוניקה (JB-1254),אוניברסיטת תל אביב,תל אביב,2026-06-16,2026-06-24,https://www.tau.ac.il/position/JB-1254/2025,הפקולטה להנדסה,onsite,administrative,חיצוני,,
"מ""מ אחראי/ת מנהלי/ת- החוג להיסטוריה כללית, ביה""ס להיסטוריה",אוניברסיטת תל אביב,תל אביב,2026-06-16,2026-06-24,https://www.tau.ac.il/JB-1357/position/2026,הפקולטה למדעי הרוח,onsite,administrative,חיצוני,,
"רכז/ת בכיר/ה לרכש חו""ל- מדור רכש יבוא (JB-1244)",אוניברסיטת תל אביב,תל אביב,2026-06-16,2026-06-24,https://www.tau.ac.il/JB-1244/position/2025,אגף הכספים כלכלה ותקציבים,onsite,administrative,חיצוני,,
רכז/ת אדמיניסטרטיבי/ת מינהלת בית הספר לפסיכולוגיה(JB-1355),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-22,https://www.tau.ac.il/position/jb-1355/2026,הפקולטה למדעי החברה,onsite,administrative,חיצוני,,
