title,company,location,date,deadline,url,department,workplace_type,staff_type,internal_external,description,requirements
מנהל/ת בית בכיר/ה- הספרייה למדעי החיים ולרפואה (JB-1356),אוניברסיטת תל אביב,תל אביב,2026-06-11,2026-06-21,https://www.tau.ac.il/JB-1356/2026/position,הספרייה למדעי החיים ולרפואה,onsite,administrative,פנימי,,
אחראי/ת ניהול ידע ומערכות בטיחות (JB-1269),אוניברסיטת תל אביב,תל אביב,2026-06-11,2026-06-21,https://www.tau.ac.il/position/JB-1269/2025,יחידת הבטיחות,onsite,administrative,חיצוני,,
מנהל/ת בקרה ותפעול דאטה סנטר (JB-1315),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-18,https://www.tau.ac.il/JB-1315/position/2025,אגף מחשוב וטכנולוגיות מידע,onsite,administrative,חיצוני,,
רכז/ת מינהל בכיר/ה (JB-1323),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-18,https://www.tau.ac.il/JB-1323/position/2026,"הספרייה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",onsite,administrative,חיצוני,,
"מנהל/ת המערך המנהלי- ביה""ס למדעי המחשב ובינה מלאכותית (JB-1352)",אוניברסיטת תל אביב,תל אביב,2026-06-09,2026-06-17,https://www.tau.ac.il/JB-1352/position/2026,הפקולטה למדעים מדויקים,onsite,administrative,פנימי,,
אחראי/ת מנהלי/ת החוג לערבית (JB-1354),אוניברסיטת תל אביב,תל אביב,2026-06-09,2026-06-17,https://www.tau.ac.il/JB-1354/position/2026,הפקולטה למדעי הרוח,onsite,administrative,פנימי,,
רכז/ת אדמיניסטרטיבי/ת לשכת דקאן וראשת מינהל (JB-1344),אוניברסיטת תל אביב,תל אביב,2026-06-11,2026-06-16,https://www.tau.ac.il/position/jb-1344/2026,הפקולטה להנדסה,onsite,administrative,חיצוני,,
עובד/ת תחזוקה (JB-1306),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-15,https://www.tau.ac.il/JB-1306/position/2026,"הספרייה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",onsite,administrative,חיצוני,,
רכז/ת אדמיניסטרטיבי/ת מינהלת בית הספר לפסיכולוגיה(JB-1355),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-15,https://www.tau.ac.il/position/jb-1355/2026,הפקולטה למדעי החברה,onsite,administrative,פנימי,,
רכז/ת תלמידים (JB-1325),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-15,https://www.tau.ac.il/JB-1325/position/2026,הפקולטה למדעים מדויקים,onsite,administrative,חיצוני,,
רכז/ת תלמידים/ות לתארים מתקדמים (JB-1331),אוניברסיטת תל אביב,תל אביב,2026-06-10,2026-06-15,https://www.tau.ac.il/JB-1331/position/2026,הפקולטה למדעי הרוח,onsite,administrative,חיצוני,,
מחסנאי/ת יחידת הספקה(JB-1350),אוניברסיטת תל אביב,תל אביב,2026-06-09,2026-06-14,https://www.tau.ac.il/position/jb-1350/2026,אגף הכספים כלכלה ותקציבים,onsite,administrative,פנימי,,
רכז/ת בכיר/ה למינהל - השירות הפסיכולוגי (JB-1326),אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-14,https://www.tau.ac.il/JB-1326/2026/position,דקאנט הסטודנטים,onsite,administrative,חיצוני,,
"מתאם/ת מחשוב ורכז/ת מולטימדיה ואתרים- ביה""ס לעבודה סוציאלית/הפקולטה למדעי החברה (JB-1260)",אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-14,https://www.tau.ac.il/JB-1260/2025/position,בית הספר לעבודה סוציאלית,onsite,administrative,חיצוני,,
אחראי/ת טכני/ת מעבדות הוראה לביו-אלקטרוניקה (JB-1254),אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-14,https://www.tau.ac.il/position/JB-1254/2025,הפקולטה להנדסה,onsite,administrative,חיצוני,,
"רכז/ת בכיר/ה לרכש חו""ל- מדור רכש יבוא (JB-1244)",אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-14,https://www.tau.ac.il/JB-1244/position/2025,אגף הכספים כלכלה ותקציבים,onsite,administrative,חיצוני,,
"רכז/ת הדרכה ומינהל, מדור ייעוץ ארגוני, הדרכה ורווחה (JB-1233)",אוניברסיטת תל אביב,תל אביב,2026-06-09,2026-06-14,https://www.tau.ac.il/JB-1233/position/2025,אגף משאבי אנוש,onsite,administrative,חיצוני,,
מנהל/ת מדור עיצוב וגרפיקה (JB-1341),אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-11,https://www.tau.ac.il/JB-1341/position/2026,האגף לתכנון אסטרטגי ולשיווק,onsite,administrative,חיצוני,,
