title,company,location,url,date
Hebrew Language Expert,"Alignerr
$40/hr - $120/hr
Viewed",Israel (Remote),https://www.linkedin.com/jobs/view/4427137317/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=XMqqnm8yUPEQCa%2BP76QNmQ%3D%3D&trackingId=d2YLDD76IraV%2BeXLX9sJPA%3D%3D&trk=flagship3_search_srp_jobs,06/11/2026
Data Operations Student - Nights & Weekend shifts,Voyantis,"Tel Aviv-Yafo, Tel Aviv District, Israel (Remote)",https://www.linkedin.com/jobs/view/4422723294/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=XMqqnm8yUPEQCa%2BP76QNmQ%3D%3D&trackingId=gliBp8HFnbbBSQxl6vUgWQ%3D%3D&trk=flagship3_search_srp_jobs,06/11/2026
מנהל.ת צוות שכר,Pelephone,"Petah Tikva, Center District, Israel (On-site)",https://www.linkedin.com/jobs/view/4423108343/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=XMqqnm8yUPEQCa%2BP76QNmQ%3D%3D&trackingId=NRpuYkYIWwlK%2FRnisjunqA%3D%3D&trk=flagship3_search_srp_jobs,06/11/2026
AI Bootcamp Course 3,abra,"Center District, Israel (On-site)",https://www.linkedin.com/jobs/view/4426068120/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=XMqqnm8yUPEQCa%2BP76QNmQ%3D%3D&trackingId=uz83PiTYCXDXNtpH1rSk2w%3D%3D&trk=flagship3_search_srp_jobs,06/11/2026
Office & Operations Manager,Qodo,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",https://www.linkedin.com/jobs/view/4426792284/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=XMqqnm8yUPEQCa%2BP76QNmQ%3D%3D&trackingId=EcQQUoqkKOzObcWNrA6BrA%3D%3D&trk=flagship3_search_srp_jobs,06/11/2026
מנהלת משרד – חטיבת הסקיוריטי | C-Data,C-DATA,"Petah Tikva, Center District, Israel (On-site)",https://www.linkedin.com/jobs/view/4423133844/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=XMqqnm8yUPEQCa%2BP76QNmQ%3D%3D&trackingId=RZm01%2F2vQK%2BmHMutJUmrGg%3D%3D&trk=flagship3_search_srp_jobs,06/11/2026
Customer Service,airHaifa,"Petah Tikva, Center District, Israel (On-site)",https://www.linkedin.com/jobs/view/4427110847/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=XMqqnm8yUPEQCa%2BP76QNmQ%3D%3D&trackingId=fyzdBTFhsqUWFnGNSwSOIQ%3D%3D&trk=flagship3_search_srp_jobs,06/11/2026
Customer Support Agent (English Speaking),Jobgether,Israel (Remote),https://www.linkedin.com/jobs/view/4426101768/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=XMqqnm8yUPEQCa%2BP76QNmQ%3D%3D&trackingId=LC78UTl5Pbqjjdb3iGQPQw%3D%3D&trk=flagship3_search_srp_jobs,06/11/2026
מנהל/ת שרשרת אספקה בונז'ור,Nestlé,"Kiryat Gat, South District, Israel (On-site)",https://www.linkedin.com/jobs/view/4426078175/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=XMqqnm8yUPEQCa%2BP76QNmQ%3D%3D&trackingId=rqqL8%2FH97nJ6Q7bkh%2By%2F9g%3D%3D&trk=flagship3_search_srp_jobs,06/11/2026
יועץ קשרי קהילה ושיתוף ציבור לפרויקט לאומי בדרום,Via Poria - דרך פוריה,"Tel Aviv District, Israel (Hybrid)",https://www.linkedin.com/jobs/view/4423105524/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=XMqqnm8yUPEQCa%2BP76QNmQ%3D%3D&trackingId=ohTKpM1%2B51wdyXwRaBVyeg%3D%3D&trk=flagship3_search_srp_jobs,06/11/2026
