title,company,location,date,url,department,workplace_type,source,description,position_type
למחלקה להנדסת תעשייה וניהול דרוש/ה מרצה לקורס אופטימיזציה הנדסית,מכללת עזריאלי להנדסה ירושלים,ירושלים,2026-06-22,https://www.jce.ac.il/possitions/,academic_faculty,onsite,azrieli,"תיאור התפקיד למחלקה להנדסת תעשייה וניהול דרוש/ה מרצה לקורס אופטימיזציה הנדסית סמסטר א/ב/קיץ קוד קורס שם הקורס הרצאה/תרגיל/מעבדה מס' ש""ס יום א 30001 אופטימיזציה הנדסית הרצאה 2 שישי על המועמד/ת לשלוח קורות חיים לדוא""ל: [email protected]",
מנהל/ת מעבדת אלקטרואופטיקה במחלקה להנדסת חשמל ואלקטרוניקה,מכללת עזריאלי להנדסה ירושלים,ירושלים,2026-06-22,https://www.jce.ac.il/possitions/,admin_staff,onsite,azrieli,"תיאור התפקיד ניהול, אחזקה, תפעול ותקינות המעבדה, הציוד האופטי ואחסונו. אחריות על תשתית המעבדה, רכש, תקציבים, הזמנת ספקים, מלאי ציוד וחומרים כולל פיקוח על תקינות הציוד. פיתוח ניסויים חדשים ושיפור הקיימים. אחריות על נושאי הבטיחות במעבדה וחברות בוועדת בטיחות של המכללה. הדרכות בטיחות במעבדות לסטודנטים ולמדריכי המעבדות. שיבוץ והנחייה למדריכי ההוראה במעבדות. סיוע, הדרכה והנחייה של סטודנטים במהלך ביצוע פרויקטי גמר. דרישות התפקיד תואר ראשון לפחות בהנדסת אלקטרואופטיקה/פיזיקה/ תואר רלוונטי אחר – חובה. ניסיון בעבודת מעבדה – חובה. יכולת הוראה יכולת ניהול צוות מדריכים ידיעת השפה העברית על בוריה ואנגלית טכנית ברמה טובה שליטה מלאה ביישומי מחשב יסודיות, דייקנות, חריצות, יכולת עבודה עצמאית יכולת עבודה בצוות, יחסי אנוש מצוינים ותודעת שירות גבוהה משרה מלאה על המועמד/ת לשלוח קורות חיים לדוא""ל: [email protected]",
רכז/ת משאבי אנוש,מכללת עזריאלי להנדסה ירושלים,ירושלים,2026-06-22,https://www.jce.ac.il/possitions/,admin_staff,onsite,azrieli,"תיאור התפקיד טיפול בהעסקת סגל אקדמי מקליטה ועד סיום העסקה, ליווי במהלך העסקה שוטפת, בהתאם להסכמים קיבוציים והנחיות ות""ת ליווי פרויקטים חוצי ארגון: הערכת עובדים, בחירת מצטיינים, סקרי שביעות רצון ריכוז פעילויות חוצות ארגון – תכנון, הפקה, פרסום, מימוש והוצאה לפועל מתן מענה ושירות לפניות סגל אקדמי ומנהלי אדמיניסטרציה שוטפת, מול ספקים, תקציבים ולוחות זמנים הפקת דוחות תקופתיים למול הגופים השונים כגון מל""ג , ות""ת ודוחות פנימיים ליווי תהליכי הגיוס: פרסום משרות בערוצי גיוס מגוונים, סינון קו""ח, ראיונות טלפונים ופרונטאליים. ניהול שוטף של המידע בפורטל הארגוני בנושאי משאבי אנוש סיוע בארגון פעילויות רווחה, הטבות לעובדים, הדרכות והכשרת עובדים ביצוע משימות נוספות על פי הנחיות הממונה דרישות התפקיד תואר ראשון בתחומים רלוונטיים (מדעי ההתנהגות, משאבי אנוש וכו') – חובה ניסיון קודם בתפקיד דומה בתחום משאבי האנוש – חובה שליטה מלאה ביישומי מחשב ניסיון בעבודה עם מערכות ממוחשבות ברמה גבוהה תכונות, כישורים ומיומנויות נדרשות: חריצות, סדר וארגון, מחויבות ואחריות אישית, דיסקרטיות קבלת החלטות ויצירתיות בפתרון בעיות י",
מזכיר/ת בית הספר להנדסה,מכללת עזריאלי להנדסה ירושלים,ירושלים,2026-06-22,https://www.jce.ac.il/possitions/,admin_staff,onsite,azrieli,"תיאור התפקיד ניהול המערך האדמיניסטרטיבי השוטף של ביה""ס להנדסה תיאום בין המחלקות האקדמית של ביה""ס, גורמי פנים וחוץ מכללתיים טיפול בהתכתבויות רשמיות, הכנת מסמכים, דוחות פעילות ומצגות תיאום וארגון ישיבות, מעקב אחר ביצוע החלטות, תיעוד פרוטוקולים תיאום ובקרה על תהליכים אקדמיים ומנהליים מול המחלקות בבית הספר ומול הנהלת המכללה תיאום וארגון הסמינרים והשתתפות בארגון כנס פרויקטים שנתי משותף בבית הספר אחריות וסיוע אדמיניסטרטיבי על אירועים מיוחדים של בית הספר (ביקורים, טקסים, כנסים, אירועים ייצוגיים). מעקב ועדכון שוטף של אתר האינטרנט של ביה""ס סיוע אדמיניסטרטיבי בתהליכי גיוס וקליטה של סגל אקדמי, עוזרי מחקר ועוזרי הוראה באופן דומה, טיפול אדמיניסטרטיבי ליחידה לפיסיקה ניהול ומעקב אחר משימות ראש היחידה ותכנית העבודה תיאום וארגון ביקורים ביחידה ובמעבדות ניהול ומעקב תקציב היחידה, קשר עם ספקים, דרישות רכש, מעקב אחר הזמנות ניהול משאבי הוראה ומחקר, איסוף נתוני סטודנטים לצורך בדיקת מצב אקדמי דרישות התפקיד ניסיון אדמיניסטרטיבי קודם בתפקיד דומה – יתרון משמעותי יכולת מוכחת בארגון ובהובלת פרויקטים, תוך עמידה ביע",
יועץ/ת אקדמית,מכללת עזריאלי להנדסה ירושלים,ירושלים,2026-06-22,https://www.jce.ac.il/possitions/,admin_staff,onsite,azrieli,"תיאור התפקיד ביצוע שיחות ייעוץ פרונטלית וטלפונית להכוונת מתעניינים ללימודים במכללה הכרת מערך הלימודים של כל המחלקות האקדמיות במכללה והסברתו ביצוע הליך רישום למועמדים רלוונטיים טיפול אדמיניסטרטיבי בנרשמים ללימודים השתתפות וסיוע בהפקת אירועים שיווקיים המתקיימים במסגרת מרכז יעוץ ורישום דרישות התפקיד תואר ראשון – חובה תודעת שירות ותקשורת בינאישית טובה אוריינטציה שיווקית שליטה מלאה ביישומי מחשב תחילת עבודה מיידית שכר חודשי + תגמול לעמידה ביעדים כפיפות למנהלת מרכז ייעוץ ורישום על המועמד/ת לשלוח קורות חיים לדוא""ל: [email protected]",
רכז/ת מנהל אקדמי,מכללת עזריאלי להנדסה ירושלים,ירושלים,2026-06-22,https://www.jce.ac.il/possitions/,admin_staff,onsite,azrieli,"תיאור התפקיד ליווי וסיוע לסטודנט במהלך לימודיו ובשלב סגירת התואר מעקב אחר יישום תנאי קבלה ומצב אקדמי ניהול התקשורת בין הסטודנט ליחידות המנהלה וגורמי האקדמיה השונים ליווי וסיוע לסגל האקדמי בניהול ההוראה השוטף טיפול מול אנשי הסגל בבקשות סטודנטים יישום החלטות ועדת הוראה וועדת המשמעת סיוע בפרויקטים רוחביים הנוגעים לפעילות המנהל האקדמי דרישות התפקיד תואר ראשון – חובה תקשורת בינאישית ותודעת שירות גבוהה כושר ביטוי בעל פה ובכתב יכולת ניהול זמן ועבודה תחת לחץ יכולת לעבודה עצמאית יכולת עבודה בצוות שליטה מלאה ביישומי מחשב משרה מלאה כפיפות לראש מנהל אקדמי על המועמד/ת לשלוח קורות חיים לדוא""ל: [email protected]",
