title,company,location,date,url,department,description
FP&A & Costing Specialist,Teva Pharmaceuticals,Kfar Saba,2026-05-18,https://careers.teva/job/Kfar-Saba-FP&A-&-Costing-Specialist-Isra-4410202/1383602900/,Finance,"<span class=""jobdescription""><div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>We Are Teva</b></h2> </div><div>We’re Teva, a leading innovative biopharmaceutical company, enabled by a world-class generics business. Whether it’s innovating in the fields of neuroscience and immunology or delivering high-quality medicine worldwide, we’re dedicated to addressing patients’ needs now and in the future. Here, you will be part of a high-performing, inclusive culture that values fresh thinking and collaboration. You'll have the room to grow, the flexibility to balance life with work, and the opportunity to better health worldwide, together.</div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>Our Team, Your Impact</b></h2> </div><div><p>We are looking for a motivated and skilled Business Finance Analyst to join our dynamic Finance Department at a leading pharmaceutical manufacturing site.<br/>In this role, you will play a key part in driving accurate financial reporting, robust planning &amp; forecasting processes, and insightful product costing analyses that support strategic decision making and operational excellence.</p></div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>How You’ll Spend Your Day</b></h2> </div><div><ul style=""list-style-type:disc"">
<li>Lead and coordinate the annual planning and quarterly forecasting and closure processes in line with global guidelines</li>
<li>Perform in-depth product costing analysis, including cost build-up, BOM and routing validations, and variance analysis</li>
<li>Calculate accurate, complete, and timely standard costs for all new and existing products manufactured or packaged at the site</li>
<li>Budget management and planning for all departments in the plant</li>
<li>Identify process improvements and implement automation &amp; AI-based solutions</li>
<li>Develop actionable insights to support decision-making and improve site performance</li>
</ul></div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>Your Skills and Experience</b></h2> </div><div><ul style=""list-style-type:disc"" type=""disc"">
<li>BA in Economics/Accounting - A Must</li>
<li>3-5 years of relevant analytical experience at a FP&amp;A position (an advantage in an industrial company)</li>
<li>Proven experience in product costing, including standard cost setting and variance analysis</li>
<li>Advanced skills in Microsoft Excel</li>
<li>Attention to detail, integrity, dedication, organizational skills, and ability to meet deadlines</li>
<li>Excellent analytical and problem-solving skills</li>
<li>Strong infrastructure skills and systems-oriented</li>
<li>Experience with BI tools - advantage</li>
<li>Fluent in English</li>
</ul></div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>Salary Range</b></h2> </div><div></div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>How We’ll Take Care of You</b></h2> </div><div>At Teva, better health starts from within, and that includes you. From day one, you’ll be supported with benefits designed to help you thrive in and out of work. This includes generous annual leave, reward plans, flexible working schedules (dependent on role), access to tailored health support, and meaningful ways to give back to the community.  

When it comes to your career, you’ll be encouraged to explore, evolve, and shape your path. Twist, our one-stop shop for career development platform, gives you access to a wide range of possibilities, from learning programs and short-term projects to opportunities for internal growth. Here, you’ll be part of a culture that empowers you to reach your goals and prioritize your wellbeing every step of the way. </div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>Reports To</b></h2> </div><div><p>Sr Dir, RFD</p></div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>Already Working @TEVA?</b></h2> </div><div>Make sure to apply through our internal career site on Twist—your one-stop shop for career development</div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>Teva’s Equal Employment Opportunity Commitment</b></h2> </div><div>Teva Pharmaceuticals is committed to equal opportunity in employment. It is Teva's global policy that equal employment opportunity be provided without regard to age, race, creed, color, religion, sex, disability, pregnancy, medical condition, sexual orientation, gender identity or expression, ancestry, veteran status, national or ethnic origin or any other legally recognized status entitled to protection under applicable laws. We are committed to a diverse and inclusive workplace for all. If you are contacted for a job opportunity, please advise us of any accommodations needed to  support you throughout the recruitment and selection process. All accommodation information provided will be treated as confidential and used only for the purpose of providing an accessible candidate experience.</div></div></div>
</span>"
Project Manager-Replacement for maternity leave,Teva Pharmaceuticals,Kfar Saba,"Jun 11, 2026",https://careers.teva/job/Kfar-Saba-Project-Manager-Replacement-for-maternity-leave-Isra-0000000/1371554400/,Project Management,"<span class=""jobdescription""><div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>We Are Teva </b></h2> </div><div><p>We’re Teva, a leading innovative biopharmaceutical company, enabled by a world-class generics business. Whether it’s innovating in the fields of neuroscience and immunology or delivering high-quality medicine worldwide, we’re dedicated to addressing patients’ needs now and in the future. Here, you will be part of a high-performing, inclusive culture that values fresh thinking and collaboration. You'll have the room to grow, the flexibility to balance life with work, and the opportunity to better health worldwide, together.</p></div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>How you’ll spend your day</b></h2> </div><div><ul>
<li>Defining project scope, deliverables, schedule and risks</li>
<li>Controlling project schedule, according to time constraints and uncertainties</li>
<li>Work closely with relevant stakeholders to deliver the project objectives </li>
<li>Lead project kick-off meetings and manage all project information, communications, and schedules</li>
<li>Coordinate cross-functional and multi-site efforts to ensure project execution according to schedule</li>
<li>Provide leadership and guidance to the project team, particularly during the execution phase; develop with the team the optimum batch sizes and system setups needed to meet project requirements</li>
<li>Define and manage risk plan and apply contingencies for all assigned projects</li>
<li>Utilize team to identify constraints within the sites and solve conflicts based on priorities set by site and above site groups</li>
<li>Serve as primary contact for all assigned projects</li>
<li>Report and escalate to management as needed </li>
<li>Manage the project implementation with the markets and ensure quality delivery, within project scope and timelines</li>
</ul>
<p>**Maternity leave replacement (6–9 months) with potential for a permanent position</p></div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>Your experience and qualifications</b></h2> </div><div><ul>
<li>Academic degree in Industrial engineering, Materials / Chemical engineering or Life science – must</li>
<li>Master degree in the same fields or MBA – advantage</li>
<li>Work experience from a manufacturing company</li>
<li>2+ years of E2E project management experience</li>
<li>Experience in managing large-scale projects in pharmaceutical organizations - significant advantage</li>
<li>Advanced knowledge of R&amp;D &amp; Production processes, quality and regulatory requirements - significant advantage</li>
<li>Strong interpersonal and leadership skills, ability to motivate people into action</li>
<li>Ability to adapt to changes</li>
<li>High analytical and problem solving skills</li>
<li>High execution skills</li>
<li>Fluent speaking and reading English capabilities - must</li>
</ul></div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>How We’ll Take Care of You </b></h2> </div><div><p>At Teva, better health starts from within, and that includes you. From day one, you’ll be supported with benefits designed to help you thrive in and out of work. This includes generous annual leave, reward plans, flexible working schedules (dependent on role), access to tailored health support, and meaningful ways to give back to the community.  </p>
<p>When it comes to your career, you’ll be encouraged to explore, evolve, and shape your path. Twist, our one-stop shop for career development platform, gives you access to a wide range of possibilities, from learning programs and short-term projects to opportunities for internal growth. Here, you’ll be part of a culture that empowers you to reach your goals and prioritize your wellbeing every step of the way.  </p></div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>Reports To</b></h2> </div><div><p>Assoc Dir Supply Chain</p></div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>Already Working @TEVA?</b></h2> </div><div><p>If you are a current Teva employee, please apply using the internal career site available on ""Employee Central"". By doing so, your application will be treated with priority. You will also be able to see opportunities that are open exclusively to Teva employees. Use the following link to search and apply: <a href=""https://performancemanager.successfactors.eu/sf/careers/jobsearch?bplte_company=1080030P""><font color=""#0066cc""> Internal Career Site </font></a></p>
<p>The internal career site is available from your home network as well. If you have trouble accessing your EC account, please contact your local HR/IT partner.</p></div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>Teva’s Equal Employment Opportunity Commitment</b></h2> </div><div>Teva Pharmaceuticals is committed to equal opportunity in employment. It is Teva's global policy that equal employment opportunity be provided without regard to age, race, creed, color, religion, sex, disability, pregnancy, medical condition, sexual orientation, gender identity or expression, ancestry, veteran status, national or ethnic origin or any other legally recognized status entitled to protection under applicable laws. We are committed to a diverse and inclusive workplace for all. If you are contacted for a job opportunity, please advise us of any accommodations needed to  support you throughout the recruitment and selection process. All accommodation information provided will be treated as confidential and used only for the purpose of providing an accessible candidate experience.</div></div></div>
</span>"
Quality Control Analyst I,Teva Pharmaceuticals,Kfar Saba,"Jun 1, 2026",https://careers.teva/job/Kfar-Saba-Quality-Control-Analyst-I-Isra-4410202/1395471700/,Quality,"<span class=""jobdescription""><div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>We Are Teva</b></h2> </div><div>We’re Teva, a leading innovative biopharmaceutical company, enabled by a world-class generics business. Whether it’s innovating in the fields of neuroscience and immunology or delivering high-quality medicine worldwide, we’re dedicated to addressing patients’ needs now and in the future. Here, you will be part of a high-performing, inclusive culture that values fresh thinking and collaboration. You'll have the room to grow, the flexibility to balance life with work, and the opportunity to better health worldwide, together.</div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>How You’ll Spend Your Day</b></h2> </div><div><ul style=""list-style-type:disc"" type=""disc"">
<li>Preparing materials and coordinating planning for daily product testing activities</li>
<li>Receiving, logging, organizing, and disposing of samples according to procedures</li>
<li>Performing analytical tests, including basic and intermediate laboratory analyses</li>
<li>Conducting qualitative and quantitative testing using analytical instruments such as HPLC, UV, and other site‑specific technologies</li>
<li>Reviewing, checking, and verifying laboratory records to ensure accuracy and compliance</li>
<li>Inspecting and proofreading incoming printed literature and releasing it in SAP once approved</li>
<li>Executing stability studies, including staging and placing samples in stability chambers</li>
<li>Supporting investigations, documenting findings, and providing test results to relevant stakeholders</li>
<li>Maintaining laboratory instruments, assisting in calibrations, and ensuring equipment readiness</li>
<li>Collaborating with team members, supporting training activities, and contributing to a positive, professional lab environment</li>
</ul></div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>Your Skills and Experience</b></h2> </div><div><ul style=""list-style-type:disc"" type=""disc"">
<li>Bachelor’s degree in Chemistry, Biology, Pharmaceutical Sciences, or a related field <strong>preferred</strong></li>
<li>Previous experience in an analytical laboratory environment - a strong advantage</li>
<li>Familiarity with analytical methods and laboratory workflows, including techniques such as <strong>HPLC</strong>, <strong>GC, Karl Fisher, IR, UV</strong>, and other routine analytical instruments.</li>
<li>Understanding of <strong>GxP</strong> principles and experience working in a regulated environment - preferred. Ability to review, verify, and document laboratory results with high accuracy and attention to detail. Strong organizational skills and the ability to follow procedures and protocols meticulously.</li>
<li>Good English skills for reading and writing SOPs, reports, and technical documentation.</li>
<li>Strong interpersonal skills, team‑oriented mindset, and willingness to support and collaborate with colleagues.</li>
<li>Ability to learn new methods and technologies, demonstrating curiosity, motivation, and ownership.</li>
<li>High level of responsibility, precision, concentration, and the ability to work efficiently under varying workloads.</li>
</ul></div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>How We’ll Take Care of You</b></h2> </div><div>At Teva, better health starts from within, and that includes you. From day one, you’ll be supported with benefits designed to help you thrive in and out of work. This includes generous annual leave, reward plans, flexible working schedules (dependent on role), access to tailored health support, and meaningful ways to give back to the community.  

When it comes to your career, you’ll be encouraged to explore, evolve, and shape your path. Twist, our one-stop shop for career development platform, gives you access to a wide range of possibilities, from learning programs and short-term projects to opportunities for internal growth. Here, you’ll be part of a culture that empowers you to reach your goals and prioritize your wellbeing every step of the way. </div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>Already Working @Teva?</b></h2> </div><div>Make sure to apply through our internal career site on Twist—your one-stop shop for career development</div></div><div style=""padding:10.0px 0.0px;border:1.0px solid transparent""><div style=""font-size:16.0px;word-wrap:break-word""><h2 style=""font-size:1.0em;margin:0.0px""><b>Teva’s Equal Employment Opportunity Commitment</b></h2> </div><div>Teva Pharmaceuticals is committed to equal opportunity in employment. It is Teva's global policy that equal employment opportunity be provided without regard to age, race, creed, color, religion, sex, disability, pregnancy, medical condition, sexual orientation, gender identity or expression, ancestry, veteran status, national or ethnic origin or any other legally recognized status entitled to protection under applicable laws. We are committed to a diverse and inclusive workplace for all. If you are contacted for a job opportunity, please advise us of any accommodations needed to  support you throughout the recruitment and selection process. All accommodation information provided will be treated as confidential and used only for the purpose of providing an accessible candidate experience.</div></div></div>
</span>"
טכנאי/ת מערכות מיזוג אויר,Teva Pharmaceuticals,Shoham,2026-06-14,https://careers.teva/job/Shoham-%D7%98%D7%9B%D7%A0%D7%90%D7%99%D7%AA-%D7%9E%D7%A2%D7%A8%D7%9B%D7%95%D7%AA-%D7%9E%D7%99%D7%96%D7%95%D7%92-%D7%90%D7%95%D7%99%D7%A8-Isra-0000000/1361043500/,Engineering,"אנחנו טבע אנחנו טבע, חברת ביו-פרמצבטית חדשנית ומובילה, המתבססת על מנוע גנרי ברמה עולמית. בין אם מדובר בחדשנות בתחומי מדעי המוח והאימונולוגיה או אספקת תרופות באיכות גבוהה ברחבי העולם, אנו מחויבים לתת מענה לצרכי המטופלים עכשיו ובעתיד. כאן, תהיו חלק מתרבות מכילה השואפת למצוינות, המעריכה חשיבה רעננה ושיתופי פעולה. יהיה לך מקום לצמוח, את הגמישות לאזן בין הבית לעבודה, ואת ההזדמנות לבריאות טובה יותר ברחבי העולם, ביחד. מה יהיה סדר היום שלכם •    תחזוקת מנע ושבר למערכות VRF/VRV, צ׳ילרים (אוויר/מים), צ׳ילרים עם גליקול, יחידות טיפול אוויר (AHU/MAU/PAU), מפוחי פליטה/אספקה, משאבות ומערכות פיקוד, תוך הבטחת זמינות, אמינות ועמידה בדרישות איכות, בטיחות ורגולציה. •    איתור תקלות וביצוע דיאגנוסטיקה: חשמל/בקרה/מכאניקה, שימוש במכשירי מדידה. •    תפעול מערכות בקרה (BMS/SCADA): ניטור פרמטרים, כוונונים, כיול חיישנים ותחקור אזעקות/התראות. •    תיעוד עבודה סדורה במערכת תחזוקה ממוחשבת (SAP PM/HxGN) – פתיחת קריאות, סגירת פקודות עבודה. •    אופטימיזציה ואנרגיה: כיוון עקומות טמפרטורה/לחץ, הפחתת צריכה והקטנת MTTR/MTBF. •    קבלנים וספקים: בדיקת תוכן מקצועי של הסכמי שרות, תיאום הגעה וליווי קבלני שירות, בדיקות קבלה לאחר טיפול, בקרת איכות. •    בטיחות וציות: עבודה לפי נהלי LOTO, עבודה בגובה, ציוד מגן אישי, טיפול במפגעים ודיווח. הניסיון וההתאמה שלך למשרה /  خبرتك ومؤهلاتك •    ניסיון מוכח: 5+ שנות ניסיון מעשי כטכנאי/ת מיזוג אוויר במערכות בינוניות/גדולות (VRF/VRV, צ׳ילרים, AHU, חדרי הקפאה\קור, מקררים). •    השכלה/הסמכה: -   רישיון דרג 3 על פי חוק הסדרת העיסוק בעבודה במערכת קירור או מיזוג אוויר, התשפ""ה 2025. -    חשמלאי/ת (מוסמך ומעלה) לפחות 3 שנים ניסיון - כולל רישיון בתוקף. •    יכולת דיאגנוסטית גבוהה: קריאת שרטוטים (חשמל/בקרה/מכאני), סכמות וקודי תקלות יצרן. •    שליטה במערכות בקרה: עבודה מול BMS/HC, פרשנות טרנדים ולוגים. •    עברית טובה, אנגלית טכנית לקריאת מדריכים ו-Service Manuals. •    יכולת עבודה בצוות, עמידה בתנאי לחץ. •    נכונות לכוננויות/קריאות חירום לפי צורך כולל סופי שבוע. •    רישיון נהיגה בתוקף. איך אנחנו דואגים לך בטבע, בריאות טובה יותר מתחילה מבפנים. מהיום הראשון, מקבלים אצלנו תמיכה בהטבות שנועדו לעזור לך לשגשג בעבודה ומעבר לה. זה כולל חופשה שנתית נדיבה, תוכניות תגמול, גמישות, גישה לתמיכה רפואית מותאמת אישית ודרכים משמעותיות לתרום לקהילה. כשזה מגיע לקריירה שלך, יעודדו אותך לחקור, להתפתח ולעצב את הדרך שלך. """"טוויסט"""", הפלטפורמה הפנימית שלנו לפיתוח קריירה, מעניקה לך גישה למגוון רחב של אפשרויות, החל מתוכניות למידה ופרויקטים קצרי טווח ועד להזדמנויות לצמיחה. כאן, לוקחים חלק מתרבות שמעצימה אותך להשיג את היעדים שלך ולתעדף את הרווחה שלך בכל שלב בדרך. מדווח ל Assoc Dir Site Engineering עובד/ת טבע? עובד/ת טבע? כדאי לחפש ולהגיש מועמדות באמצעות אתר הקריירה של טבע שנמצא בEmployee Central. כמו כן, באתר זה אפשר לאתר הזדמנויות קריירה נוספות הרלוונטיות עבור עובדי/ות טבע בלבד. למעבר לאתר הניוד: Internal Career Sit e * אתר הניוד זמין גם מחוץ לרשת טבע, באם גישתך מוגבלת לEmployee Central, יש לפנות לצוות התמיכה הטכנית באתרך או למשאבי אנוש מחוייבות טבע להזדמנות שווה בתעסוקה / بتكافؤ الفرص טבע תעשיות פרמצבטיות מחויבת למתן הזדמנות תעסוקה שווה לכל. כחלק ממדיניות ההעסקה הגלובלית של החברה, אנו מחויבים לתת הזדמנות שווה מבלי להתייחס לגיל, גזע, דת, אמונה, צבע עור, מגדר, מוגבלויות, הריון, מצב רפואי, נטייה מינית, זהות או צורת ביטוי מגדרית, מוצא, זהות לאומית או אתנית או כל סטאטוס חוקי אחר הזכאי להגנה תחת החוקים החלים עלינו."
מחסנאי/ת לסלא טבע שוהם,Teva Pharmaceuticals,Shoham,2026-06-14,https://careers.teva/job/Shoham-%D7%9E%D7%97%D7%A1%D7%A0%D7%90%D7%99%D7%AA-%D7%9C%D7%A1%D7%9C%D7%90-%D7%98%D7%91%D7%A2-%D7%A9%D7%95%D7%94%D7%9D-Isra-0000000/1099566000/,Supply Chain,"אנחנו טבע אנחנו טבע, חברת ביו-פרמצבטית חדשנית ומובילה, המתבססת על מנוע גנרי ברמה עולמית. בין אם מדובר בחדשנות בתחומי מדעי המוח והאימונולוגיה או אספקת תרופות באיכות גבוהה, אנו מחויבים לתת מענה לצרכי המטופלים עכשיו ובעתיד. כאן, תהיו חלק מתרבות מכילה השואפת למצוינות, המעריכה חשיבה רעננה ושיתופי פעולה. יהיה לך מקום לצמוח, את הגמישות לאזן בין הבית לעבודה, ואת ההזדמנות להשפיע על בריאות טובה יותר ברחבי העולם, ביחד . תיאור משרה קליטה, אחסון, ריענון וליקוט מוצרים במערך אוטומטי מתקדם ובמספר תחנות עבודה ביצוע מיון, רישום, קבלה ובקרה למוצרים בתהליך פריקה / העמסת משאיות ומכולות סידור משטחים, מיון לפי רציפי הפצה והכנת הזמנות למשלוח ביצוע ספירות מלאי ביצוע עבודות ערך מוסף התנהלות בכפוף לנהלים ותהליכי עבודה (GDP / GMP) עבודות מחסן שונות ע""פ הצורך דרישות מקצועיות חריצות, אחריות, סדר ויכולת עבודה בצוות נכונות לעבודה במשמרות, כולל לילות, שישי/מוצ״ש ושעות נוספות לפי צורך כשירות לעבודה פיזית ממושכת – חובה אנגלית בסיסית ורישיון נהיגה – חובה ניסיון לוגיסטי/מחסן ממוחשב, רישיון מלגזה ובגרות מלאה – יתרון איך אנחנו דואגים לך בטבע, בריאות טובה יותר מתחילה מבפנים. מהיום הראשון, מקבלים אצלנו תמיכה בהטבות שנועדו לעזור לך לשגשג בעבודה ומעבר לה. זה כולל חופשה שנתית נדיבה, תוכניות תגמול, גמישות, גישה לתמיכה רפואית מותאמת אישית ודרכים משמעותיות לתרום לקהילה. כשזה מגיע לקריירה שלך, יעודדו אותך לחקור, להתפתח ולעצב את הדרך שלך. ""טוויסט"", הפלטפורמה הפנימית שלנו לפיתוח קריירה, מעניקה לך גישה למגוון רחב של אפשרויות, החל מתוכניות למידה ופרויקטים קצרי טווח ועד להזדמנויות לצמיחה. כאן, לוקחים חלק מתרבות שמעצימה אותך להשיג את היעדים שלך ולתעדף את הרווחה שלך בכל שלב בדרך. Function Supply Chain Sub Function Warehousing מדווח ל: Sr Supv SC Sub-Function, Collecting&Shipping-Israel Market עובד/ת טבע? עובד/ת טבע? כדאי לחפש ולהגיש מועמדות באמצעות אתר הקריירה של טבע שנמצא בEmployee Central. כמו כן, באתר זה אפשר לאתר הזדמנויות קריירה נוספות הרלוונטיות עבור עובדי/ות טבע בלבד. למעבר לאתר הניוד: Internal Career Sit e * אתר הניוד זמין גם מחוץ לרשת טבע, באם גישתך מוגבלת לEmployee Central, יש לפנות לצוות התמיכה הטכנית באתרך או למשאבי אנוש מחוייבות טבע למתן הזדמנות שווה לתעסוקה טבע תעשיות פרמצבטיות מחויבת למתן הזדמנות תעסוקה שווה לכל. כחלק ממדיניות ההעסקה הגלובלית של החברה, אנו מחויבים לתת הזדמנות שווה מבלי להתייחס לגיל, גזע, דת, אמונה, צבע עור, מגדר, מוגבלויות, הריון, מצב רפואי, נטייה מינית, זהות או צורת ביטוי מגדרית, מוצא, זהות לאומית או אתנית או כל סטאטוס חוקי אחר הזכאי להגנה תחת החוקים החלים עלינו."
נהג/ת הפצה,Teva Pharmaceuticals,Shoham,2026-06-14,https://careers.teva/job/Shoham-%D7%A0%D7%94%D7%92%D7%AA-%D7%94%D7%A4%D7%A6%D7%94-Isra-60850/1393660600/,Supply Chain,"אנחנו טבע אנחנו טבע, חברת ביו-פרמצבטית חדשנית ומובילה, המתבססת על מנוע גנרי ברמה עולמית. בין אם מדובר בחדשנות בתחומי מדעי המוח והאימונולוגיה או אספקת תרופות באיכות גבוהה, אנו מחויבים לתת מענה לצרכי המטופלים עכשיו ובעתיד. כאן, תהיו חלק מתרבות מכילה השואפת למצוינות, המעריכה חשיבה רעננה ושיתופי פעולה. יהיה לך מקום לצמוח, את הגמישות לאזן בין הבית לעבודה, ואת ההזדמנות להשפיע על בריאות טובה יותר ברחבי העולם, ביחד. הצוות שלנו, האימפקט שלך בחלק זה אנו מנסים למשוך את תשומת הלב של מועמדים פוטנציאליים ולשווק את המשרה. כיצד המשרה נוצרה? מדוע היא כדאית? מהם תחומי האחריות המרכזיים? מדוע המשרה הזו בחברת טבע טובה בהשוואה לחברות אחרות? כאשר הדבר אפשרי, עלינו להבליט את המהות של עמודי התווך של ה-EVP, לדוג' ""אכפת לנו"", ""כולנו באותה סירה"", ו""אנו הופכים את העבודה לשליחות"". איך יראה היום שלך חלוקת תרופות ללקוחות לאורך מסלול הפצה קבוע אחריות על העמסה, פריקה וניהול תיעוד משלוחים עבודה שוטפת עם תעודות משלוח ומערכות דיווח הקפדה על נהלי איכות, בטיחות ושמירה על שרשרת קירור עמידה בלוחות זמנים תוך שמירה על רמת דיוק גבוהה בהפצה מתן שירות לקוחות אדיב, מקצועי ואמין הכישורים והניסיון שיש לך רישיון נהיגה ג’ עד 12 טון – חובה ניסיון קודם בהפצה / שליחויות – יתרון נכונות לעבודה פיזית (נהיגה, טעינה ופריקה) אחריות, אמינות ודיוק זמינות לשעות עבודה מוקדמות תודעת שירות ויחסי אנוש מצוינים טווח שכר איך אנחנו דואגים לך בטבע, בריאות טובה יותר מתחילה מבפנים. מהיום הראשון, מקבלים אצלנו תמיכה בהטבות שנועדו לעזור לך לשגשג בעבודה ומעבר לה. זה כולל חופשה שנתית נדיבה, תוכניות תגמול, גמישות, גישה לתמיכה רפואית מותאמת אישית ודרכים משמעותיות לתרום לקהילה.

כשזה מגיע לקריירה שלך, יעודדו אותך לחקור, להתפתח ולעצב את הדרך שלך. ""טוויסט"", הפלטפורמה הפנימית שלנו לפיתוח קריירה, מעניקה לך גישה למגוון רחב של אפשרויות, החל מתוכניות למידה ופרויקטים קצרי טווח ועד להזדמנויות לצמיחה. כאן, לוקחים חלק מתרבות שמעצימה אותך להשיג את היעדים שלך ולתעדף את הרווחה שלך בכל שלב בדרך. עובד/ת טבע? יש להגיש מועמדות דרך ""טוויסט"", הפלטפורמה הפנימית שלנו לפיתוח קריירה. מחוייבות טבע להזדמנות שווה בתעסוקה / بتكافؤ الفرص טבע תעשיות פרמצבטיות מחויבת למתן הזדמנות תעסוקה שווה לכל. כחלק ממדיניות ההעסקה הגלובלית של החברה, אנו מחויבים לתת הזדמנות שווה מבלי להתייחס לגיל, גזע, דת, אמונה, צבע עור, מגדר, מוגבלויות, הריון, מצב רפואי, נטייה מינית, זהות או צורת ביטוי מגדרית, מוצא, זהות לאומית או אתנית או כל סטאטוס חוקי אחר הזכאי להגנה תחת החוקים החלים עלינו."
